"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A1BG",195.642211015035,0.394195710176817,0.379144918590576,1.03969667229668,0.29848084712405,0.438490665567197
"A1CF",268.512820668636,-4.80646633207178,0.493921937219301,-9.73122667750169,2.21900667009796e-22,2.90047897010352e-20
"A2M",12607.8193290569,0.862885428010114,0.430234027889446,2.00561873788338,0.0448969411632463,0.0974842684261441
"A2ML1",11.8191309426383,2.11429460693984,0.706298581356419,2.99348556368246,0.00275810556577966,0.0091524362084622
"A2MP1",1.5232375828511,1.00863720954098,1.95991133199134,0.51463410261329,0.606808729821484,0.726123090274062
"A3GALT2",0.810688237880914,2.27033153021553,2.17760406467068,1.0425823348924,0.297141774254189,NA
"A4GALT",71.1636075162238,0.788394970450057,0.679785935702684,1.15976946424334,0.246142679621262,0.380029961412131
"A4GNT",228.456375669981,-4.59827989217642,0.866606307478233,-5.30607711078991,1.12009589379511e-07,1.12241817554213e-06
"AAAS",699.034829090666,-0.0821566869787709,0.174448835916377,-0.470950044161678,0.637676409515502,0.750096560996185
"AACS",931.565558785359,-0.575906575556233,0.217095084814076,-2.65278495848696,0.00798307119865494,0.0228781258579214
"AACSP1",5.62131518909496,-1.89082581712982,1.01918485143085,-1.85523343922867,0.0635628984596544,0.129958457322872
"AADAC",293.68478237993,-3.84566013276058,0.796093694440512,-4.83066272175825,1.36079349134141e-06,1.06722155209617e-05
"AADACL3",1.31017237848526,3.70838970087821,2.07274926591164,1.78911639814147,0.0735960718006375,0.146508348681288
"AADACL4",1.63956498161551,2.5916213372615,1.77423575399731,1.46069727848886,0.144098536265364,0.250862780968592
"AADACP1",16.7800506307044,-2.63956111673959,0.980701266130978,-2.69150373095069,0.00711307027060314,0.020646779250551
"AADAT",311.261230878502,-0.176108233753015,0.243931886027223,-0.721956594610028,0.470321164239663,0.609090525697464
"AAED1",113.995139468583,0.0257619624290892,0.21167205794977,0.121706958767333,0.903131101913206,0.942067811144751
"AAGAB",979.972851513409,-0.633727223996063,0.0985834651056716,-6.42833180307439,1.29011896286303e-10,2.40903345958511e-09
"AAK1",649.969107049733,0.559785890068818,0.16058353685206,3.48594819271249,0.000490395967811251,0.00203147287203931
"AAMDC",310.089507653078,-0.554276962062573,0.262499639616562,-2.11153418295056,0.0347264229875133,0.0786958073219375
"AAMP",2169.35701141275,-0.0523557340735282,0.097454469626262,-0.537232763918499,0.591106842191281,0.712502812971894
"AANAT",1.33780287983549,-0.325832509647752,1.34779812714704,-0.24175171569459,0.808972554499405,0.879656600228177
"AAR2",688.20164220328,0.154171906414173,0.0930020789333285,1.65772537756598,0.0973729091511934,0.183622282087764
"AARD",16.4812795011307,1.36252653949831,0.613213147304263,2.221946064738,0.026286950799712,0.0624153659854239
"AARS",3155.3350446085,0.181537753802808,0.17701556551577,1.02554683975876,0.305105236143935,0.445639336761502
"AARS2",360.810951167469,-0.87758194931852,0.195390935132485,-4.49141588233596,7.07512439604827e-06,4.68287612493857e-05
"AARSD1",505.998020970212,0.201893597321482,0.210341427254151,0.95983753631917,0.33713698744181,0.480142397725151
"AASDH",180.337676521376,-0.601092230440982,0.173705232848551,-3.46041521365714,0.000539343049693991,0.00220739791291654
"AASDHPPT",851.832163529775,-0.350267883985455,0.206097947680492,-1.69952145534446,0.0892209755043568,0.171296030845917
"AASS",109.935899594949,0.903625704789872,0.306494390979236,2.94826179984184,0.00319566307878278,0.0104115795212953
"AATF",576.927811503477,-0.498480506891631,0.238732919688947,-2.08802584721503,0.0367955031821183,0.0826546630603074
"AATK",213.096981426528,-1.88284059928306,0.498583087770972,-3.77638280452056,0.000159122377130023,0.000749895774125459
"AB019441.29",37.6223164823778,-0.223273204925726,0.380690798875243,-0.586494881371944,0.557543000268271,0.684954092336541
"ABAT",531.463587537122,0.142803439778284,0.271698686925694,0.525594883781454,0.599169712239467,0.719236310085355
"ABC12-47964100C23.1",0.324285043602782,-1.82184544036612,4.31545254755979,-0.422167877015889,0.672902486592951,NA
"ABC13-48559800H2.1",16.793724362222,1.43350205841841,0.673192956803899,2.12940739193739,0.033220569420464,0.0758290054108186
"ABC14-864958H18.2",44.6818658674074,0.357005863911665,0.366857213144939,0.973146638854877,0.330480427102084,0.472800627553012
"ABC7-42404400C24.1",8.40645962617971,0.613202612061723,1.30523215314338,0.469803483299851,0.638495425532594,0.75072699868997
"ABC7-42418200C9.1",0.783002186198165,2.09983747445422,2.03642839045698,1.03113739932834,0.30247639176796,NA
"ABC7-481722F1.1",0.0316236612398714,0,4.32804458550702,0,1,NA
"ABCA1",431.077190945817,0.885442820559266,0.247891439150055,3.57189753545013,0.000354404078031316,0.00152307277785873
"ABCA10",92.8891943207306,0.776109255243535,0.454395990930385,1.70800198666902,0.0876359738479179,0.168736190891354
"ABCA11P",149.304088413518,0.516883013338499,0.207332769462694,2.49301166756229,0.0126664683953908,0.0336820103079391
"ABCA12",16.0242922088554,-0.563313510426528,0.544605972372769,-1.03435059291079,0.300972292955271,0.441194810682087
"ABCA13",21.8310901399533,0.633351275953411,0.575214872514781,1.10106901997242,0.270866619076024,0.407840392976673
"ABCA17P",7.60294228279892,1.11467312873447,0.779986385063332,1.42909305864866,0.152977488327944,0.263407716646202
"ABCA2",1516.15922330187,0.277939873153641,0.21464713256997,1.29486879151782,0.19536549604519,0.318728401311499
"ABCA3",148.979713077041,1.97158954492246,0.380933599713148,5.17567772023027,2.27085151649907e-07,2.12208215231116e-06
"ABCA4",20.4154567752329,0.146070655173705,0.654415597750832,0.223207783671014,0.823373794261983,0.890424475291227
"ABCA5",281.230401282138,0.023893824252406,0.257191701974692,0.0929027805677698,0.925980796729968,0.95511732088138
"ABCA6",42.1011150321743,-0.224731645009198,0.441162973921232,-0.509407312702817,0.610466751625995,0.729115022070171
"ABCA7",1272.82437505391,0.9017761723006,0.323825533748271,2.78475931734773,0.00535674685272942,0.016240593703906
"ABCA8",51.5458305117766,0.0539305630954752,0.638437737538596,0.0844727056758841,0.932680602976934,0.958887013191671
"ABCA9",125.661289817265,0.300389143643997,0.315716170112337,0.951453147100807,0.341374391935785,0.484550197213593
"ABCB1",16.2929533875051,-1.8874028482233,0.821401275834144,-2.29778416926199,0.0215740762173482,0.0527126764666291
"ABCB10",409.517294089724,-0.8266447190936,0.232778632015592,-3.5512053315883,0.000383471123320794,0.00163089291335305
"ABCB10P1",0.0862287346011009,-0.950047258500299,4.32804458550702,-0.219509582152099,0.826253116399925,NA
"ABCB11",4.32004945208529,-4.27899615172967,1.84578978294376,-2.31824674254362,0.0204359150077739,0.0503819242712414
"ABCB4",36.913867240441,2.26600244181708,0.631127850629972,3.59040159542196,0.000330168864581256,0.0014304564337278
"ABCB5",5.64775272055899,-0.296799221763542,0.858991851884674,-0.345520415720299,0.729703164727428,0.822007224938934
"ABCB6",691.067090171464,0.499219858707199,0.241250622553431,2.0692997739172,0.0385179648564944,0.0859017988638826
"ABCB7",527.529081909639,0.203592825527394,0.221001142097795,0.921229743859434,0.356930492329082,0.500275588216571
"ABCB8",442.78848770459,-0.832471627579079,0.158563939649951,-5.25006902210464,1.52042229503084e-07,1.48004386686773e-06
"ABCB9",180.312827446442,0.745256295151077,0.237762912855508,3.13445140034931,0.00172175771615188,0.00607835750208673
"ABCC1",982.005160781719,-0.173046439937086,0.175648487875918,-0.985186049875535,0.324532691634243,0.466668714469969
"ABCC10",593.119690482775,0.828535319465791,0.246905847234148,3.35567313916251,0.000791720811490376,0.00308480195448153
"ABCC11",3.15944290716718,1.38015334879207,1.10197470818259,1.25243650198493,0.210410852499138,0.337785319595983
"ABCC12",0.425661176871555,-0.548194630066613,2.78976342663251,-0.19650219256345,0.844217116704514,NA
"ABCC13",3.80211128798013,-1.37633085688781,1.20196619056588,-1.14506619877539,0.252181736072244,0.386653856199885
"ABCC2",47.19108681822,0.0695220893674522,0.492652130479487,0.141118012216425,0.887776714355198,0.93274144353246
"ABCC3",2012.86481946275,-1.51295726202406,0.32368053416992,-4.67422999626481,2.95058527473478e-06,2.1403844246008e-05
"ABCC4",142.702232591068,-0.0653274067712335,0.384385203731326,-0.16995296940955,0.865047123442637,0.918289629508035
"ABCC5",676.215036172237,0.405615865726806,0.253609958186918,1.59936884429378,0.109738670746948,0.201974742661514
"ABCC6",210.570801628548,-0.96859837821724,0.375488868597275,-2.57956615820773,0.00989245077261507,0.0273360995090093
"ABCC6P1",133.774955499013,-1.24653173269466,0.368543276367379,-3.3823211889289,0.000718760533073866,0.00283345981769237
"ABCC6P2",19.332333572126,-1.75467836690912,1.74399359340105,-1.00612661282043,0.314354668384371,0.45562617817504
