"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A1BG",145.945644588958,-0.19313808636569,0.388138491957132,-0.497600960399004,0.618765326694259,0.774337529486753
"A1CF",313.140215605269,-0.595514679534382,0.480429492863877,-1.23954646494426,0.215143192402542,0.407328759540544
"A2M",8686.6937140824,-1.06688629545658,0.362717783520191,-2.94136748714773,0.00326766618806764,0.0219489408101774
"A2ML1",3.64251365939381,-0.874306267456751,0.958110080544542,-0.912532166408101,0.361488644588855,0.562576679240174
"A2MP1",0.958750091062812,0.167328217066667,2.02691649876757,0.0825530884811524,0.934206903855132,NA
"A3GALT2",0.295001322684935,0.0819497175961521,3.56362625145808,0.0229961594773363,0.98165333643354,NA
"A4GALT",48.14973789197,0.102864249823037,0.704607441232464,0.145988026528803,0.883930840603325,0.941918317311473
"A4GNT",143.18982823731,-0.130027162028211,0.742926465852835,-0.175020231482731,0.861063736522542,0.929062528278528
"AAAS",578.967261321143,-0.0953088292383287,0.131868621784856,-0.722755936539821,0.469829843010308,0.6575576135036
"AACS",807.431121320344,-0.464347324468531,0.206431043491401,-2.24940646820822,0.0244866474617259,0.0923129312986964
"AACSP1",8.71343650633831,-1.21190241631525,0.714460529568861,-1.69624824067827,0.0898388781221446,0.227050592688481
"AADAC",188.497270410937,-1.19145835573049,0.690398222762003,-1.72575524740482,0.0843914541246745,0.217859641106816
"AADACL3",0.151322889349547,-0.649334809302519,6.20514653584253,-0.104644556829044,0.916657857537884,NA
"AADACL4",0.547155469457683,1.37186778985513,2.34425444139434,0.585204304460721,0.55841035092589,NA
"AADACP1",14.3613604685216,0.594544956061945,0.591849885440243,1.00455363883309,0.315111830684903,0.519027334202804
"AADAT",266.626965243031,0.255122574039625,0.252693131718843,1.00961420005465,0.312680163655142,0.516388069762007
"AAED1",82.6216266563627,-0.0141534774253711,0.224050720436662,-0.0631708632660801,0.949630446170546,0.974723393780761
"AAGAB",937.428115528084,0.638782976314503,0.143915674465189,4.43859210394081,9.05492348419665e-06,0.000290130309922459
"AAK1",553.323760373428,0.459317988467297,0.213611765833311,2.15024667145779,0.031535708222597,0.110647451089052
"AAMDC",280.017953988114,-0.220262209427334,0.239834790488677,-0.918391401758425,0.358413990555512,0.559927174064589
"AAMP",1640.3484998583,-0.0133010341769169,0.130525345831189,-0.101903841680828,0.91883300061931,0.959675731147258
"AANAT",1.51585408699928,1.22941712192988,1.32700703850081,0.926458629276614,0.354207687375376,0.556011446191743
"AAR2",680.515403185204,0.568613432810017,0.127613399103899,4.45575023314809,8.36003186209425e-06,0.000272539956690961
"AARD",13.7126184039361,0.185609588244631,0.612566709295542,0.303003061426704,0.761887528528362,0.869027235324528
"AARS",3111.76064161956,-0.0630700228724384,0.168232016364181,-0.374899048561049,0.707735546689175,0.834785629358704
"AARS2",389.466728517468,0.450286996033275,0.16253586576003,2.77038544033158,0.00559899922289788,0.0321318910856321
"AARSD1",409.96786094367,-0.115200468387556,0.184632346548809,-0.623945210798164,0.532663567502187,0.710015373265367
"AASDH",215.818949758754,0.276720028511404,0.150906051833625,1.83372386427875,0.0666949943263592,0.185073248160385
"AASDHPPT",888.70546487596,0.538720750059598,0.166298561009126,3.23947932435829,0.00119748147953986,0.0105913608133545
"AASS",108.445857975754,0.35251926797861,0.436679303061903,0.807272672432192,0.419509404710065,0.614911776521031
"AATF",562.578921767113,0.0079059450769383,0.168224209330946,0.0469964763596243,0.962516035885101,0.981275082978796
"AATK",143.953030408254,-1.90370058282789,0.490989674114528,-3.87727213665157,0.0001056341820783,0.00176025559431101
"ABAT",381.709259953071,-0.263680250703179,0.259011346365522,-1.01802586799062,0.308665662956271,0.512248985787415
"ABBA01006766.1",0.0248765062150933,0.0819486602302503,6.20514653584253,0.0132065632546941,0.989462993377742,NA
"ABCA1",508.969250035158,1.17958596720244,0.307348647026846,3.83794097879796,0.000124070292470024,0.00198938460372537
"ABCA10",67.4857908750068,-0.492744654257081,0.466432695075648,-1.05641105235379,0.290780458687632,0.494247403847586
"ABCA11P",138.034592039909,0.330911493627215,0.215601683997782,1.53482796373065,0.124826091947218,0.283444465614027
"ABCA12",11.6566652562007,-1.59571076596866,0.848492560440973,-1.88064202370773,0.0600206311434242,0.172702617030062
"ABCA13",18.5479825184952,0.477260970286015,0.553815407473304,0.861769036841072,0.388814626757684,0.587768651600998
"ABCA17P",6.53516574325104,0.758047726744301,0.585363713212437,1.29500293515665,0.19531921694959,0.382729777889263
"ABCA2",1149.49117531506,-0.839313889788947,0.304192731821468,-2.75915168900729,0.00579516282407273,0.0328938442885684
"ABCA3",87.8569641521581,0.577898129845822,0.375546193850533,1.53882036167254,0.12384815752429,0.282063348275268
"ABCA4",9.76731433408137,-0.821106780916318,0.80115337353207,-1.02490585204214,0.305407613092155,0.508780438975079
"ABCA5",350.961026984904,0.143648774331895,0.22066246221964,0.650988722263561,0.51505376697036,0.6967847890358
"ABCA6",36.9331315812477,0.0497643590415171,0.446673492016089,0.111411041691555,0.911290404568623,0.956370189162037
"ABCA7",603.967347976022,-0.795044895872444,0.317944338633354,-2.50057887267265,0.012399052021348,0.057202838172087
"ABCA8",61.277751444459,0.421446718913535,0.53758044845547,0.783969580970437,0.433057959547352,0.626463461964264
"ABCA9",119.360506625215,-0.0972188647424989,0.492365815754603,-0.197452507123186,0.84347344355859,0.919043626089271
"ABCB1",14.3001623210932,-0.385670461383453,0.744172953815237,-0.518253800284184,0.604281202262354,0.763732940342407
"ABCB10",455.025295598145,0.543902177910881,0.188356332043427,2.8876235378457,0.00388164143264704,0.0246378056275388
"ABCB10P1",0.0323614224144544,-0.639384972620834,6.20514653584253,-0.103041075489125,0.917930370911536,NA
"ABCB11",5.47211232847085,0.633607120840997,0.932956045031408,0.679139305881947,0.497049599658475,0.681609704426087
"ABCB4",19.5198932389896,0.192309440689155,0.613988821969102,0.31321326025514,0.754118644700785,0.864965998667847
"ABCB5",3.01051549126295,-1.12832688715248,0.809050444802358,-1.39463106954736,0.163127120905851,0.339031443983232
"ABCB6",718.936178612908,-0.760007809064311,0.306245138992109,-2.48169754323478,0.013075821045951,0.0593260202934809
