"","x"
"1364","MBLAC2"
"1365","MBNL1"
"1366","MBTPS2"
"1367","MCC"
"1368","MCEE"
"1369","MCFD2"
"1370","MCHR1"
"1371","MCPH1"
"1372","MDGA2"
"1373","MED10"
"1374","MED23"
"1375","MED26"
"1376","MED29"
"1377","MED30"
"1378","MED8"
"1379","MEF2A"
"1380","MEF2C"
"1381","MEF2D"
"1382","MEGF10"
"1383","MEI1"
"1384","MEOX1"
"1385","MEOX2"
"1386","MESP1"
"1387","MEST"
"1388","METAP2"
"1389","METTL10"
"1390","METTL15"
"1391","METTL18"
"1392","METTL21B"
"1393","METTL23"
"1394","METTL6"
"1395","METTL9"
"1396","MEX3B"
"1397","MEX3C"
"1398","MFAP4"
"1399","MFF"
"1400","MFSD4A"
"1401","MGEA5"
"1402","MGP"
"1403","MICE"
"1404","MICU1"
"1405","MICU3"
"1406","MID1"
"1407","MIGA1"
"1408","MILR1"
"1409","MIOX"
"1410","MKL2"
"1411","MKRN1"
"1412","MKRN2"
"1413","MKX"
"1414","MLF1"
"1415","MMAA"
"1416","MMADHC"
"1417","MME"
"1418","MMGT1"
"1419","MMP13"
"1420","MMP14"
"1421","MMP16"
"1422","MMP2"
"1423","MMP9"
"1424","MNAT1"
"1425","MON2"
"1426","MORC3"
"1427","MORF4L1"
"1428","MORF4L2"
"1429","MORN4"
"1430","MOSPD1"
"1431","MOSPD2"
"1432","MOXD1"
"1433","MPHOSPH8"
"1434","MPZ"
"1435","MR1"
"1436","MRC2"
"1437","MRPS30"
"1438","MRPS31P4"
"1439","MSANTD3"
"1440","MSH3"
"1441","MT1X"
"1442","MT2A"
"1443","MT3"
"1444","MTCP1"
"1445","MTDH"
"1446","MTHFD1P1"
"1447","MTHFD2"
"1448","MTPN"
"1449","MTSS1"
"1450","MTUS1"
"1451","MTX2"
"1452","MUM1L1"
"1453","MUT"
"1454","MXRA5"
"1455","MXRA5Y"
"1456","MXRA7"
"1457","MXRA8"
"1458","MYH15"
"1459","MYLIP"
"1460","MYNN"
"1461","MYO1E"
"1462","MYOM2"
"1463","NALCN"
"1464","NAP1L1"
"1465","NAP1L1P1"
"1466","NAPG"
"1467","NBPF1"
"1468","NBPF10"
"1469","NBPF14"
"1470","NBPF26"
"1471","NBPF8"
"1472","NBR1"
"1473","NBR2"
"1474","NCAM2"
"1475","NCK1"
"1476","NCKAP1"
"1477","NCOA1"
"1478","NCOA7"
"1479","NDEL1"
"1480","NDFIP1"
"1481","NDFIP2"
"1482","NDN"
"1483","NDUFA4L2"
"1484","NDUFA5"
"1485","NDUFB5"
"1486","NDUFV2P1"
"1487","NEBL"
"1488","NECAP1"
"1489","NEDD8-MDP1"
"1490","NEFL"
"1491","NEFM"
"1492","NEK1"
"1493","NEK6"
"1494","NEK7"
"1495","NFATC1"
"1496","NFATC2"
"1497","NFE2L1"
"1498","NFE2L2"
"1499","NFIA"
"1500","NFIC"
"1501","NFKBIL1"
"1502","NFXL1"
"1503","NGF"
"1504","NGFR"
"1505","NGLY1"
"1506","NHSL2"
"1507","NID2"
"1508","NINJ2"
"1509","NIPSNAP3B"
"1510","NKAIN2"
"1511","NKAP"
"1512","NKIRAS2"
"1513","NLGN1"
"1514","NMI"
"1515","NMNAT3"
"1516","NOD1"
"1517","NOS2"
"1518","NOTCH2"
"1519","NOTCH2NL"
"1520","NPC2"
"1521","NPFFR2"
"1522","NPHP3"
"1523","NPR1"
"1524","NPTN"
"1525","NR1D1"
"1526","NR3C1"
"1527","NR3C2"
"1528","NR4A3"
"1529","NRAS"
"1530","NRBF2"
"1531","NRIP1"
"1532","NRK"
"1533","NRN1"
"1534","NRP1"
"1535","NSF"
"1536","NSMCE2"
"1537","NSUN3"
"1538","NT5C2"
"1539","NT5E"
"1540","NTNG1"
"1541","NTRK1"
"1542","NUAK1"
"1543","NUB1"
"1544","NUCB2"
"1545","NUDCD1"
"1546","NUDT21"
"1547","NUMBL"
"1548","NUP58"
"1549","NUS1"
"1550","NXPH3"
"1551","NXPH4"
"1552","OAT"
"1553","ODF3B"
"1554","OGN"
"1555","OLFM3"
"1556","OLFML1"
"1557","OMD"
"1558","OR2C3"
"1559","ORAI3"
"1560","ORC3"
"1561","ORC4"
"1562","OSBP"
"1563","OSBPL1A"
"1564","OSBPL8"
"1565","OSCP1"
"1566","OSER1"
"1567","OSGEPL1"
"1568","OSGIN2"
"1569","OSR2"
"1570","OTUD1"
"1571","OXCT1"
"1572","OXR1"
"1573","OXSM"
"1574","P4HA2"
"1575","P4HB"
"1576","PAAF1"
"1577","PABPC5"
"1578","PACRGL"
"1579","PAIP2"
"1580","PAK3"
"1581","PALLD"
"1582","PALMD"
"1583","PAM"
"1584","PAMR1"
"1585","PAPD4"
"1586","PAPPA"
"1587","PAPPA2"
"1588","PAPSS1"
"1589","PARP16"
"1590","PARP8"
"1591","PATL1"
"1592","PCBP3"
"1593","PCDH11X"
"1594","PCDH9"
"1595","PCDHA10"
"1596","PCDHA2"
"1597","PCDHAC1"
"1598","PCDHGB4"
"1599","PCGF1"
"1600","PCNP"
"1601","PCNX4"
"1602","PCSK1"
"1603","PDCD10"
"1604","PDCD6IPP2"
"1605","PDE10A"
"1606","PDE4B"
"1607","PDE4D"
"1608","PDE4DIP"
"1609","PDE7B"
"1610","PDGFB"
"1611","PDGFRL"
"1612","PDK3"
"1613","PDK4"
"1614","PDPN"
"1615","PDSS2"
"1616","PDZRN3"
"1617","PEAR1"
"1618","PECR"
"1619","PEG10"
"1620","PELI1"
"1621","PELO"
"1622","PER1"
"1623","PEX12"
"1624","PEX2"
"1625","PEX3"
"1626","PEX5"
"1627","PFDN4"
"1628","PFKFB3"
"1629","PFKP"
"1630","PFN2"
"1631","PGGT1B"
"1632","PGM2"
"1633","PGM3"
"1634","PGRMC2"
"1635","PHAX"
"1636","PHC2"
"1637","PHC3"
"1638","PHEX"
"1639","PHF21A"
"1640","PHF3"
"1641","PHLDA1"
"1642","PI15"
"1643","PIANP"
"1644","PIAS2"
"1645","PIBF1"
"1646","PICALM"
"1647","PID1"
"1648","PIFO"
"1649","PIGA"
"1650","PIGP"
"1651","PIGV"
"1652","PIGY"
"1653","PIK3C3"
"1654","PIK3R1"
"1655","PIM1"
"1656","PIM2"
"1657","PITPNC1"
"1658","PJA2"
"1659","PKIA"
"1660","PKIG"
"1661","PKNOX1"
"1662","PKNOX2"
"1663","PLAGL1"
"1664","PLAUR"
"1665","PLCB1"
"1666","PLCD4"
"1667","PLCL1"
"1668","PLCL2"
"1669","PLD3"
"1670","PLEKHA3"
"1671","PLEKHF1"
"1672","PLEKHG4"
"1673","PLEKHH2"
"1674","PLIN2"
"1675","PLP1"
"1676","PLPP3"
"1677","PLPP5"
"1678","PLPPR4"
"1679","PLPPR5"
"1680","PLSCR4"
"1681","PLXDC2"
"1682","PLXNC1"
"1683","PM20D2"
"1684","PMAIP1"
"1685","PMS2"
"1686","PMS2P4"
"1687","PNMA6A"
"1688","PNMAL1"
"1689","PNPLA4"
"1690","PNPLA8"
"1691","PNRC1"
"1692","POC1B"
"1693","PODN"
"1694","POLDIP3"
"1695","POLK"
"1696","POLR2C"
"1697","POLR2J3"
"1698","POLR2M"
"1699","POLR3C"
"1700","POMGNT2"
"1701","POSTN"
"1702","POT1"
"1703","POU6F2"
"1704","PPFIBP1"
"1705","PPHLN1"
"1706","PPIAL4G"
"1707","PPIL3"
"1708","PPIL4"
"1709","PPIL6"
"1710","PPIP5K2"
"1711","PPM1K"
"1712","PPM1M"
"1713","PPP1CB"
"1714","PPP1R11"
"1715","PPP1R14C"
"1716","PPP1R14D"
"1717","PPP1R15A"
"1718","PPP1R15B"
"1719","PPP1R2"
"1720","PPP1R3C"
"1721","PPP1R8"
"1722","PPP2CB"
"1723","PPP2R5B"
"1724","PPP3CA"
"1725","PPP3CC"
"1726","PPP3R1"
"1727","PPP4R1L"
"1728","PPP4R3B"
"1729","PPT1"
"1730","PQLC3"
"1731","PREPL"
"1732","PREX1"
"1733","PRG4"
"1734","PRKAR1A"
"1735","PRKCE"
"1736","PRKD3"
"1737","PRKG1"
"1738","PRKG2"
"1739","PRMT8"
"1740","PRNP"
"1741","PROKR1"
"1742","PROSER2"
"1743","PRPF18"
"1744","PRPF40A"
"1745","PRR16"
"1746","PRR3"
"1747","PRR4"
"1748","PRR5L"
"1749","PRRC1"
"1750","PRRG3"
"1751","PRRX1"
"1752","PRSS35"
"1753","PRTN3"
"1754","PSAT1"
"1755","PSD3"
"1756","PSMA6"
"1757","PSMB8"
"1758","PSMB9"
"1759","PSMC1P1"
"1760","PSMD10"
"1761","PSMD8"
"1762","PSMF1"
"1763","PSPH"
"1764","PSTPIP2"
"1765","PTCD2"
"1766","PTEN"
"1767","PTENP1"
"1768","PTGDS"
"1769","PTGER4"
"1770","PTGES"
"1771","PTGIS"
"1772","PTGS1"
"1773","PTHLH"
"1774","PTK2"
"1775","PTN"
"1776","PTP4A1"
"1777","PTP4A2"
"1778","PTPA"
"1779","PTPDC1"
"1780","PTPRA"
"1781","PTPRD"
"1782","PTPRG"
"1783","PTPRO"
"1784","PTPRVP"
"1785","PTRF"
"1786","PTX3"
"1787","PURA"
"1788","PUS10"
"1789","PXYLP1"
"1790","PYCR1"
"1791","PYGM"
"1792","QKI"
"1793","QPCT"
"1794","RAB11FIP5"
"1795","RAB12"
"1796","RAB13"
"1797","RAB14"
"1798","RAB18"
"1799","RAB21"
"1800","RAB22A"
"1801","RAB2A"
"1802","RAB30"
"1803","RAB31"
"1804","RAB32"
"1805","RAB33A"
"1806","RAB33B"
"1807","RAB3A"
"1808","RAB3GAP1"
"1809","RAB3GAP2"
"1810","RAB3IL1"
"1811","RAB42"
"1812","RAB5A"
"1813","RAB7B"
"1814","RAB8B"
"1815","RAB9A"
"1816","RABGEF1"
"1817","RAD17"
"1818","RAI14"
"1819","RALA"
"1820","RALB"
"1821","RAP1B"
"1822","RAP1GDS1"
"1823","RAP2A"
"1824","RAP2B"
"1825","RAPH1"
"1826","RARB"
"1827","RARRES2"
"1828","RARRES3"
"1829","RARS"
"1830","RASA2"
"1831","RASA3"
"1832","RASGRP1"
"1833","RASGRP3"
"1834","RASL10A"
"1835","RASL12"
"1836","RASSF1"
"1837","RASSF2"
"1838","RASSF6"
"1839","RASSF8"
"1840","RBBP9"
"1841","RBCK1"
"1842","RBM18"
"1843","RBM22"
"1844","RBM43"
"1845","RBM7"
"1846","RBMS3"
"1847","RCN1P2"
"1848","RCN3"
"1849","RCOR3"
"1850","RDX"
"1851","REEP2"
"1852","REEP3"
"1853","REEP5"
"1854","REL"
"1855","RELA"
"1856","RELT"
"1857","RERG"
"1858","REXO2"
"1859","RFC1"
"1860","RFESD"
"1861","RFTN2"
"1862","RFX3"
"1863","RGL1"
"1864","RGMB"
"1865","RGPD5"
"1866","RGS16"
"1867","RGS17"
"1868","RGS2"
"1869","RGS20"
"1870","RGS4"
"1871","RHBDD1"
"1872","RHCE"
"1873","RHEB"
"1874","RHOB"
"1875","RHOBTB3"
"1876","RHOJ"
"1877","RHOQ"
"1878","RHOT1"
"1879","RHOU"
"1880","RIMBP2"
"1881","RIPK2"
"1882","RLIM"
"1883","RMND5A"
"1884","RND1"
"1885","RND3"
"1886","RNF103"
"1887","RNF103-CHMP3"
"1888","RNF11"
"1889","RNF111"
"1890","RNF113A"
"1891","RNF114"
"1892","RNF121"
"1893","RNF13"
"1894","RNF130"
"1895","RNF139"
"1896","RNF141"
"1897","RNF144A"
"1898","RNF149"
"1899","RNF150"
"1900","RNF170"
"1901","RNF175"
"1902","RNF181"
"1903","RNF185"
"1904","RNF187"
"1905","RNF19B"
"1906","RNF2"
"1907","RNF20"
"1908","RNF216P1"
"1909","RNF24"
"1910","RNF38"
"1911","RNF39"
"1912","RNF41"
"1913","RNMT"
"1914","ROR1"
"1915","ROR2"
"1916","RORA"
"1917","RORB"
"1918","RP11-111H13.1"
"1919","RP11-244H3.4"
"1920","RP11-266K4.1"
"1921","RP11-334L9.1"
"1922","RP11-343H5.4"
"1923","RP11-39C10.1"
"1924","RP11-437B10.1"
"1925","RP11-453E17.3"
"1926","RP11-45M22.4"
"1927","RP11-495P10.10"
"1928","RP11-4L24.4"
"1929","RP11-548H18.2"
"1930","RP11-553P9.1"
"1931","RP11-577H5.5"
"1932","RP11-603J24.9"
"1933","RP11-632K20.7"
"1934","RP11-705C15.2"
"1935","RP11-724O16.1"
"1936","RP11-73M18.2"
"1937","RP11-745O10.4"
"1938","RP11-756P10.3"
"1939","RP4-539M6.19"
"1940","RP5-1000K24.2"
"1941","RP5-1052I5.2"
"1942","RPE"
"1943","RPF2"
"1944","RPGRIP1L"
"1945","RPL17-C18orf32"
"1946","RPL21"
"1947","RPL23AP1"
"1948","RPL30"
"1949","RPLP0P2"
"1950","RPN1"
"1951","RPS11P6"
"1952","RRAGA"
"1953","RRAGC"
"1954","RRAGD"
"1955","RSAD2"
"1956","RSF1"
"1957","RSL24D1"
"1958","RSPH3"
"1959","RSPH9"
"1960","RSPO2"
"1961","RSPRY1"
"1962","RSRC2"
"1963","RTCA"
"1964","RTFDC1"
"1965","RTL1"
"1966","RTN3"
"1967","RTN4"
"1968","RUFY3"
"1969","RUNX1T1"
"1970","RWDD2A"
"1971","RYBP"
"1972","S100B"
"1973","SAMD4A"
"1974","SAMD8"
"1975","SAMD9L"
"1976","SAP18"
"1977","SAP30"
"1978","SAR1A"
"1979","SAR1B"
"1980","SARAF"
"1981","SARS"
"1982","SASH1"
"1983","SAV1"
"1984","SBDS"
"1985","SBDSP1"
"1986","SCAMP1"
"1987","SCARA5"
"1988","SCARB2"
"1989","SCARF1"
"1990","SCG2"
"1991","SCG5"
"1992","SCN1B"
"1993","SCPEP1"
"1994","SCRG1"
"1995","SCRN1"
"1996","SCRN3"
"1997","SCX"
"1998","SDCBP"
"1999","SDCCAG8"
"2000","SDE2"
"2001","SDHAP2"
"2002","SDHD"
"2003","SEC11A"
"2004","SEC11C"
"2005","SEC14L2"
"2006","SEC14L6"
"2007","SEC16B"
"2008","SEC22A"
"2009","SEC22B"
"2010","SEC23B"
"2011","SEC24B"
"2012","SEC61A1"
"2013","SEC61B"
"2014","SEC62"
"2015","SEC63"
"2016","SECTM1"
"2017","SEL1L"
"2018","SELENOF"
"2019","SELENOK"
"2020","SELENOM"
"2021","SELENOS"
"2022","SEMA3C"
"2023","SEMA4F"
"2024","SEMA6A"
"2025","SEMA6B"
"2026","SEMA7A"
"2027","SENP5"
"2028","SEPSECS"
"2029","SEPT2"
"2030","SEPT6"
"2031","SEPT7"
"2032","SERINC1"
"2033","SERINC3"
"2034","SERPINE1"
"2035","SERPINE2"
"2036","SERPINF1"
"2037","SERPING1"
"2038","SERTAD2"
"2039","SERTAD4"
"2040","SERTM1"
"2041","SETBP1"
"2042","SF3A1"
"2043","SFMBT2"
"2044","SFR1"
"2045","SFRP1"
"2046","SFRP4"
"2047","SGCB"
"2048","SGCE"
"2049","SGIP1"
"2050","SGK1"
"2051","SGMS1"
"2052","SH2D1A"
"2053","SH3BP5"
"2054","SH3GLB1"
"2055","SH3KBP1"
"2056","SH3PXD2A"
"2057","SHC1"
"2058","SHMT2"
"2059","SHOC2"
"2060","SHQ1"
"2061","SIAH2"
"2062","SIK1"
"2063","SIKE1"
"2064","SIRT1"
"2065","SIRT2"
"2066","SIX1"
"2067","SIX4"
"2068","SKAP2"
"2069","SKIL"
"2070","SKIV2L2"
"2071","SLC10A3"
"2072","SLC10A7"
"2073","SLC13A3"
"2074","SLC14A1"
"2075","SLC15A4"
"2076","SLC16A1"
"2077","SLC16A11"
"2078","SLC16A2"
"2079","SLC16A4"
"2080","SLC16A7"
"2081","SLC17A5"
"2082","SLC17A7"
"2083","SLC1A5"
"2084","SLC22A11"
"2085","SLC22A4"
"2086","SLC25A17"
"2087","SLC25A36"
"2088","SLC2A12"
"2089","SLC2A3"
"2090","SLC2A5"
"2091","SLC30A5"
"2092","SLC31A1"
"2093","SLC33A1"
"2094","SLC35A2"
"2095","SLC35A5"
"2096","SLC35B3"
"2097","SLC35E1"
"2098","SLC35E3"
"2099","SLC35E4"
"2100","SLC35F5"
"2101","SLC35G2"
"2102","SLC38A6"
"2103","SLC39A13"
"2104","SLC39A6"
"2105","SLC39A8"
"2106","SLC39A9"
"2107","SLC3A2"
"2108","SLC40A1"
"2109","SLC41A1"
"2110","SLC43A3"
"2111","SLC4A1AP"
"2112","SLC6A15"
"2113","SLC7A1"
"2114","SLC9A9"
"2115","SLFN11"
"2116","SLFN5"
"2117","SLIT3"
"2118","SLK"
"2119","SLU7"
"2120","SLX4IP"
"2121","SMAD1"
"2122","SMAD2"
"2123","SMAD3"
"2124","SMAD4"
"2125","SMAD5"
"2126","SMAD7"
"2127","SMARCA2"
"2128","SMC5"
"2129","SMCR8"
"2130","SMG8"
"2131","SMIM1"
"2132","SMIM10"
"2133","SMIM15"
"2134","SMIM19"
"2135","SMN2"
"2136","SMNDC1"
"2137","SMOX"
"2138","SMURF2P1"
"2139","SMYD3"
"2140","SMYD4"
"2141","SNAP23"
"2142","SNAP25"
"2143","SNAP29"
"2144","SNAPC1"
"2145","SNAPC3"
"2146","SNCB"
"2147","SND1"
"2148","SNRNP27"
"2149","SNRPB2"
"2150","SNTG1"
"2151","SNUPN"
"2152","SNW1"
"2153","SNX13"
"2154","SNX16"
"2155","SNX2"
"2156","SNX27"
"2157","SNX6"
"2158","SNX8"
"2159","SOCS1"
"2160","SOCS5"
"2161","SOX5"
"2162","SOX7"
"2163","SP100"
"2164","SP3"
"2165","SPACA9"
"2166","SPAG16"
"2167","SPAG9"
"2168","SPARC"
"2169","SPARCL1"
"2170","SPATA6"
"2171","SPATA6L"
"2172","SPATA7"
"2173","SPATS2"
"2174","SPCS2"
"2175","SPCS3"
"2176","SPG20"
"2177","SPG21"
"2178","SPHK1"
"2179","SPICE1"
"2180","SPOCK1"
"2181","SPOP"
"2182","SPP1"
"2183","SPP2"
"2184","SPPL2A"
"2185","SPPL3"
"2186","SPRED1"
"2187","SPRED2"
"2188","SPRYD7"
"2189","SPSB1"
"2190","SPTBN4"
"2191","SPTLC1"
"2192","SPTY2D1"
"2193","SQSTM1"
"2194","SRGAP2C"
"2195","SRGAP2D"
"2196","SRGN"
"2197","SRP54"
"2198","SRP68"
"2199","SRP72"
"2200","SRPK2"
"2201","SRPRA"
"2202","SRPX"
"2203","SRPX2"
"2204","SSBP2"
"2205","SSBP3"
"2206","SSPN"
"2207","SSR1"
"2208","SSR2"
"2209","ST13"
"2210","ST3GAL1"
"2211","ST6GALNAC5"
"2212","ST8SIA4"
"2213","STAC"
"2214","STAG1"
"2215","STAG2"
"2216","STAM2"
"2217","STAMBP"
"2218","STARD3NL"
"2219","STARD8"
"2220","STAT3"
"2221","STAU1"
"2222","STC2"
"2223","STEAP1"
"2224","STEAP2"
"2225","STIM2"
"2226","STK24"
"2227","STK3"
"2228","STON1"
"2229","STRA6"
"2230","STRN"
"2231","STUM"
"2232","STX12"
"2233","STX17"
"2234","STX1B"
"2235","STX5"
"2236","STX6"
"2237","STXBP1"
"2238","STXBP3"
"2239","SUCO"
"2240","SUGT1"
"2241","SULT1C4"
"2242","SVIL"
"2243","SWAP70"
"2244","SWI5"
"2245","SYF2"
"2246","SYNGR1"
"2247","SYNGR3"
"2248","SYNJ2BP"
"2249","SYNPO"
"2250","SYS1"
"2251","SYT11"
"2252","SYT13"
"2253","SYT6"
"2254","SYTL4"
"2255","TAB2"
"2256","TAC4"
"2257","TAF1"
"2258","TAF13"
"2259","TAF2"
"2260","TANC2"
"2261","TAOK3"
"2262","TAP1"
"2263","TASP1"
"2264","TATDN1"
"2265","TATDN3"
"2266","TAX1BP1"
"2267","TBC1D14"
"2268","TBC1D15"
"2269","TBC1D19"
"2270","TBC1D20"
"2271","TBC1D23"
"2272","TBC1D25"
"2273","TBC1D32"
"2274","TBCEL"
"2275","TBL1XR1"
"2276","TBL2"
"2277","TBX15"
"2278","TBX19"
"2279","TCEA1"
"2280","TCEAL3"
"2281","TCEAL5"
"2282","TCEAL7"
"2283","TCEAL8"
"2284","TCERG1L"
"2285","TCF12"
"2286","TCF4"
"2287","TCP11L1"
"2288","TCP11L2"
"2289","TDGF1"
"2290","TDRD3"
"2291","TENM1"
"2292","TERF2IP"
"2293","TFE3"
"2294","TFG"
"2295","TFPI2"
"2296","TGDS"
"2297","TGFB2"
"2298","TGFB3"
"2299","TGFBI"
"2300","TGFBR3"
"2301","THAP1"
"2302","THAP5"
"2303","THAP6"
"2304","THAP8"
"2305","THBS2"
"2306","TICAM1"
"2307","TIE1"
"2308","TIFA"
"2309","TIGD6"
"2310","TIGD7"
"2311","TIMM9"
"2312","TIMP2"
"2313","TIMP3"
"2314","TIPARP"
"2315","TIPRL"
"2316","TK2"
"2317","TLK1"
"2318","TLL2"
"2319","TLR1"
"2320","TLR3"
"2321","TM2D1"
"2322","TM6SF1"
"2323","TM9SF2"
"2324","TM9SF4"
"2325","TMCO1"
"2326","TMCO3"
"2327","TMED2"
"2328","TMED5"
"2329","TMED7"
"2330","TMED8"
"2331","TMED9"
"2332","TMEFF2"
"2333","TMEM106A"
"2334","TMEM107"
"2335","TMEM116"
"2336","TMEM119"
"2337","TMEM123"
"2338","TMEM128"
"2339","TMEM130"
"2340","TMEM140"
"2341","TMEM14B"
"2342","TMEM14C"
"2343","TMEM161B"
"2344","TMEM167A"
"2345","TMEM167B"
"2346","TMEM173"
"2347","TMEM18"
"2348","TMEM185A"
"2349","TMEM192"
"2350","TMEM200B"
"2351","TMEM230"
"2352","TMEM231"
"2353","TMEM232"
"2354","TMEM248"
"2355","TMEM255A"
"2356","TMEM260"
"2357","TMEM263"
"2358","TMEM267"
"2359","TMEM268"
"2360","TMEM35B"
"2361","TMEM39A"
"2362","TMEM41B"
"2363","TMEM42"
"2364","TMEM43"
"2365","TMEM45A"
"2366","TMEM47"
"2367","TMEM50A"
"2368","TMEM55A"
"2369","TMEM59"
"2370","TMEM59L"
"2371","TMEM65"
"2372","TMEM87A"
"2373","TMEM87B"
"2374","TMF1"
"2375","TMPRSS15"
"2376","TMTC2"
"2377","TMX4"
"2378","TNC"
"2379","TNF"
"2380","TNFAIP6"
"2381","TNFAIP8"
"2382","TNFAIP8L3"
"2383","TNFRSF10B"
"2384","TNFRSF10D"
"2385","TNFRSF18"
"2386","TNFRSF1A"
"2387","TNFRSF4"
"2388","TNFRSF8"
"2389","TNFRSF9"
"2390","TNKS2"
"2391","TNMD"
"2392","TNN"
"2393","TNNI1"
"2394","TNS1"
"2395","TNXA"
"2396","TNXB"
"2397","TOM1"
"2398","TOR1AIP1"
"2399","TOX4"
"2400","TP53BP2"
"2401","TPBG"
"2402","TPBGL"
"2403","TPD52L2"
"2404","TPGS2"
"2405","TPI1P1"
"2406","TPPP3"
"2407","TPT1"
"2408","TPT1P4"
"2409","TRAFD1"
"2410","TRAM1"
"2411","TRAM2"
"2412","TRAPPC6B"
"2413","TREM1"
"2414","TREX1"
"2415","TRIB2"
"2416","TRIB3"
"2417","TRIL"
"2418","TRIM47"
"2419","TRIM69"
"2420","TRIO"
"2421","TRIP4"
"2422","TRIQK"
"2423","TRMT10A"
"2424","TRMT11"
"2425","TRMT1L"
"2426","TRPC1"
"2427","TRPC7"
"2428","TRPM7"
"2429","TRPS1"
"2430","TSC22D1"
"2431","TSC22D3"
"2432","TSG101"
"2433","TSHZ2"
"2434","TSPAN11"
"2435","TSPAN31"
"2436","TSPAN5"
"2437","TSPAN9"
"2438","TTC14"
"2439","TTC25"
"2440","TTC26"
"2441","TTC27"
"2442","TTC3"
"2443","TTC30A"
"2444","TTC33"
"2445","TTC37"
"2446","TTC8"
"2447","TTC9C"
"2448","TTYH2"
"2449","TUFT1"
"2450","TULP3"
"2451","TVP23A"
"2452","TVP23B"
"2453","TVP23C"
"2454","TVP23C-CDRT4"
"2455","TWF1"
"2456","TWIST1"
"2457","TWIST2"
"2458","TXNDC15"
"2459","TXNL1"
"2460","TXNL4B"
"2461","UBA2"
"2462","UBA5"
"2463","UBASH3B"
"2464","UBC"
"2465","UBE2B"
"2466","UBE2D3"
"2467","UBE2H"
"2468","UBE2J1"
"2469","UBE2L6"
"2470","UBE2R2"
"2471","UBE2V2"
"2472","UBE2W"
"2473","UBE3A"
"2474","UBFD1"
"2475","UBL3"
"2476","UBQLN1"
"2477","UBQLN2"
"2478","UBR3"
"2479","UBXN4"
"2480","UCHL1"
"2481","UFL1"
"2482","UFM1"
"2483","UFSP2"
"2484","ULBP1"
"2485","UNC5B"
"2486","UNC5C"
"2487","UNC5D"
"2488","UPF2"
"2489","UPP1"
"2490","UPRT"
"2491","URM1"
"2492","UROD"
"2493","USO1"
"2494","USP30"
"2495","USP37"
"2496","USP8"
"2497","UST"
"2498","UTP23"
"2499","VAMP4"
"2500","VAMP7"
"2501","VAPA"
"2502","VASN"
"2503","VAT1"
"2504","VAT1L"
"2505","VCAM1"
"2506","VCPIP1"
"2507","VDAC2"
"2508","VEGFA"
"2509","VEZT"
"2510","VGLL3"
"2511","VGLL4"
"2512","VIM"
"2513","VIPAS39"
"2514","VIPR2"
"2515","VIT"
"2516","VKORC1"
"2517","VLDLR"
"2518","VOPP1"
"2519","VPS35"
"2520","VPS37A"
"2521","VPS37D"
"2522","VPS41"
"2523","VPS8"
"2524","VSNL1"
"2525","VTA1"
"2526","VWA5A"
"2527","WARS"
"2528","WASF2"
"2529","WASL"
"2530","WBP11"
"2531","WBP1L"
"2532","WBP2"
"2533","WDFY1"
"2534","WDR26"
"2535","WDR31"
"2536","WDR33"
"2537","WDR41"
"2538","WDR86"
"2539","WDR93"
"2540","WDSUB1"
"2541","WHAMMP3"
"2542","WHSC1L1"
"2543","WI2-1896O14.1"
"2544","WIPF1"
"2545","WIPI1"
"2546","WISP1"
"2547","WLS"
"2548","WNK1"
"2549","WNT10B"
"2550","WNT5B"
"2551","WNT9A"
"2552","WWTR1"
"2553","XBP1"
"2554","XPNPEP3"
"2555","XPOT"
"2556","XYLT1"
"2557","YAP1"
"2558","YARS"
"2559","YES1"
"2560","YIPF2"
"2561","YIPF3"
"2562","YIPF4"
"2563","YIPF5"
"2564","YIPF6"
"2565","YME1L1"
"2566","YPEL2"
"2567","YPEL4"
"2568","YPEL5"
"2569","YTHDF3"
"2570","YWHAG"
"2571","YY1"
"2572","ZBED8"
"2573","ZBED9"
"2574","ZBTB1"
"2575","ZBTB10"
"2576","ZBTB14"
"2577","ZBTB21"
"2578","ZBTB25"
"2579","ZBTB26"
"2580","ZBTB41"
"2581","ZBTB44"
"2582","ZBTB47"
"2583","ZC3H12A"
"2584","ZC3H12C"
"2585","ZC3H15"
"2586","ZC4H2"
"2587","ZCCHC6"
"2588","ZCCHC7"
"2589","ZCCHC9"
"2590","ZCRB1"
"2591","ZDBF2"
"2592","ZDHHC19"
"2593","ZDHHC9"
"2594","ZEB1"
"2595","ZFAND1"
"2596","ZFAND2A"
"2597","ZFAND3"
"2598","ZFAND5"
"2599","ZFHX3"
"2600","ZFP1"
"2601","ZFP37"
"2602","ZFP64"
"2603","ZFR"
"2604","ZFYVE1"
"2605","ZG16B"
"2606","ZHX2"
"2607","ZMAT4"
"2608","ZMYM5"
"2609","ZNF106"
"2610","ZNF12"
"2611","ZNF136"
"2612","ZNF140"
"2613","ZNF146"
"2614","ZNF148"
"2615","ZNF16"
"2616","ZNF17"
"2617","ZNF175"
"2618","ZNF181"
"2619","ZNF215"
"2620","ZNF222"
"2621","ZNF227"
"2622","ZNF229"
"2623","ZNF25"
"2624","ZNF256"
"2625","ZNF264"
"2626","ZNF267"
"2627","ZNF34"
"2628","ZNF343"
"2629","ZNF350"
"2630","ZNF383"
"2631","ZNF404"
"2632","ZNF415"
