"","x"
"98","ANTXR2"
"99","ANXA5"
"100","AP000322.53"
"101","AP2B1"
"102","AP3S1"
"103","APBB2"
"104","APOBEC3G"
"105","APOD"
"106","APOL1"
"107","APOL2"
"108","APOL3"
"109","APOL4"
"110","APOL6"
"111","APOLD1"
"112","APPBP2"
"113","APPL1"
"114","ARCN1"
"115","AREG"
"116","ARF1"
"117","ARHGAP20"
"118","ARHGAP24"
"119","ARHGAP28"
"120","ARHGAP29"
"121","ARHGAP44"
"122","ARHGEF37"
"123","ARID4A"
"124","ARID5A"
"125","ARIH1"
"126","ARL2BP"
"127","ARL5B"
"128","ARL6"
"129","ARL6IP5"
"130","ARL8B"
"131","ARMC10"
"132","ARMC4"
"133","ARMCX1"
"134","ARMCX2"
"135","ARMCX3"
"136","ARMCX5"
"137","ARMCX6"
"138","ARNT"
"139","ARRDC3"
"140","ARSG"
"141","ARSJ"
"142","ARSK"
"143","ART5"
"144","ASAP1"
"145","ASB3"
"146","ASB8"
"147","ASCC1"
"148","ASNS"
"149","ASNSP1"
"150","ASPA"
"151","ASPH"
"152","ASPHD2"
"153","ASPRV1"
"154","ASS1"
"155","ASTN1"
"156","ATAD1"
"157","ATF1"
"158","ATF2"
"159","ATF3"
"160","ATF4"
"161","ATF6"
"162","ATF6B"
"163","ATF7"
"164","ATG12"
"165","ATG14"
"166","ATG7"
"167","ATL1"
"168","ATL3"
"169","ATP23"
"170","ATP2A2"
"171","ATP2C1"
"172","ATP5S"
"173","ATP6AP2"
"174","ATP6V0C"
"175","ATP6V0E1"
"176","ATP6V1B2"
"177","ATP6V1C1"
"178","ATP6V1D"
"179","ATP6V1E1"
"180","ATP6V1E2"
"181","ATP6V1G1"
"182","ATP6V1G2"
"183","ATP7A"
"184","ATXN1"
"185","ATXN3"
"186","ATXN7L1"
"187","AXL"
"188","AZI2"
"189","AZIN1"
"190","AZIN2"
"191","B2M"
"192","B3GNT9"
"193","B4GALNT1"
"194","B4GALT4"
"195","B9D1"
"196","BAALC"
"197","BACH1"
"198","BACH2"
"199","BAG3"
"200","BAG4"
"201","BAMBI"
"202","BARX1"
"203","BBIP1"
"204","BBOF1"
"205","BBS10"
"206","BBS2"
"207","BBS4"
"208","BBS7"
"209","BBX"
"210","BCAP29"
"211","BCAS2"
"212","BCAS4"
"213","BCAT1"
"214","BCKDHA"
"215","BCL10"
"216","BCL2A1"
"217","BCL2L2"
"218","BDH2"
"219","BDKRB1"
"220","BDKRB2"
"221","BEAN1"
"222","BEGAIN"
"223","BET1"
"224","BET1L"
"225","BEX2"
"226","BEX4"
"227","BEX5"
"228","BFAR"
"229","BGN"
"230","BHLHE40"
"231","BHLHE41"
"232","BICC1"
"233","BICD1"
"234","BIRC2"
"235","BIRC7"
"236","BLZF1"
"237","BMPR1B"
"238","BMPR2"
"239","BMT2"
"240","BNC1"
"241","BNC2"
"242","BOC"
"243","BOD1"
"244","BOD1L1"
"245","BRAF"
"246","BRE"
"247","BRK1"
"248","BROX"
"249","BRWD1"
"250","BSDC1"
"251","BTBD1"
"252","BTBD10"
"253","BTBD9"
"254","BTF3L4"
"255","BTF3L4P2"
"256","BTG1"
"257","BTG3"
"258","BTN2A1"
"259","BTN2A2"
"260","BTN3A3"
"261","BZW1"
"262","C10orf88"
"263","C11orf1"
"264","C11orf57"
"265","C11orf58"
"266","C11orf68"
"267","C11orf70"
"268","C11orf74"
"269","C12orf29"
"270","C12orf73"
"271","C14orf28"
"272","C15orf57"
"273","C16orf45"
"274","C16orf87"
"275","C16orf89"
"276","C17orf107"
"277","C17orf58"
"278","C17orf96"
"279","C18orf32"
"280","C19orf38"
"281","C19orf44"
"282","C1D"
"283","C1GALT1"
"284","C1orf21"
"285","C1orf43"
"286","C1orf52"
"287","C1orf54"
"288","C1QTNF3"
"289","C1QTNF9"
"290","C1R"
"291","C1S"
"292","C21orf91"
"293","C2orf49"
"294","C3orf14"
"295","C3orf18"
"296","C3orf58"
"297","C3orf67"
"298","C3orf80"
"299","C4A"
"300","C4B"
"301","C4B_2"
"302","C4BPB"
"303","C5AR1"
"304","C5orf15"
"305","C5orf51"
"306","C6orf222"
"307","C6orf48"
"308","C6orf62"
"309","C6orf89"
"310","C8orf22"
"311","C8orf37"
"312","C8orf4"
"313","C8orf59"
"314","CA10"
"315","CA11"
"316","CA5B"
"317","CACNA1G"
"318","CACNA2D1"
"319","CACNB4"
"320","CALCOCO2"
"321","CALCRL"
"322","CALU"
"323","CAMK1"
"324","CAMK1D"
"325","CAMK1G"
"326","CAMK2D"
"327","CAMKV"
"328","CAMLG"
"329","CAPN6"
"330","CAPN7"
"331","CAPZA2"
"332","CARS"
"333","CASC3"
"334","CASC4"
"335","CASP4"
"336","CASP8"
"337","CATSPER2P1"
"338","CAV1"
"339","CBLB"
"340","CBX4"
"341","CCDC102A"
"342","CCDC107"
"343","CCDC110"
"344","CCDC113"
"345","CCDC115"
"346","CCDC121"
"347","CCDC126"
"348","CCDC148"
"349","CCDC163"
"350","CCDC174"
"351","CCDC178"
"352","CCDC181"
"353","CCDC186"
"354","CCDC25"
"355","CCDC28A"
"356","CCDC33"
"357","CCDC47"
"358","CCDC53"
"359","CCDC59"
"360","CCDC8"
"361","CCDC80"
"362","CCDC82"
"363","CCDC88A"
"364","CCDC90B"
"365","CCDC93"
"366","CCL20"
"367","CCL28"
"368","CCL5"
"369","CCNA1"
"370","CCNB1IP1"
"371","CCNG2"
"372","CCNI"
"373","CCNK"
"374","CCNT1"
"375","CCNY"
"376","CCPG1"
"377","CCR10"
"378","CCT6B"
"379","CD109"
"380","CD164"
"381","CD274"
"382","CD34"
"383","CD40"
"384","CD44"
"385","CD55"
"386","CD99P1"
"387","CDADC1"
"388","CDC37L1"
"389","CDC5L"
"390","CDC73"
"391","CDH11"
"392","CDH2"
"393","CDK14"
"394","CDK17"
"395","CDK19"
"396","CDK20"
"397","CDK7"
"398","CDKAL1"
"399","CDKL2"
"400","CDKL3"
"401","CDKN1B"
"402","CDKN2B"
"403","CDO1"
"404","CDV3"
"405","CDYL"
"406","CEBPB"
"407","CEBPG"
"408","CECR6"
"409","CELF6"
"410","CEND1"
"411","CEP126"
"412","CEP170"
"413","CEP350"
"414","CEP57"
"415","CEP57L1"
"416","CEP85L"
"417","CEP89"
"418","CERCAM"
"419","CERS1"
"420","CERS6"
"421","CFAP36"
"422","CFAP53"
"423","CFAP97"
"424","CFDP1"
"425","CFI"
"426","CFL1P1"
"427","CFL2"
"428","CGGBP1"
"429","CGREF1"
"430","CH17-472G23.2"
"431","CH25H"
"432","CH507-42P11.8"
"433","CHAC1"
"434","CHD9"
"435","CHI3L1"
"436","CHI3L2"
"437","CHIC1"
"438","CHIC2"
"439","CHM"
"440","CHML"
"441","CHMP1B"
"442","CHMP2B"
"443","CHMP5"
"444","CHN1"
"445","CHODL"
"446","CHRM3"
"447","CHRNE"
"448","CHSY1"
"449","CILP"
"450","CIR1"
"451","CISD2"
"452","CITED2"
"453","CKAP4"
"454","CKLF"
"455","CLDN11"
"456","CLDN12"
"457","CLDND1"
"458","CLEC18B"
"459","CLEC2B"
"460","CLGN"
"461","CLIC2"
"462","CLIC4"
"463","CLIP1"
"464","CLIP3"
"465","CLIP4"
"466","CLK3"
"467","CLSTN3"
"468","CLUAP1"
"469","CMC4"
"470","CMPK1"
"471","CMYA5"
"472","CNIH1"
"473","CNN3"
"474","CNNM2"
"475","CNOT11"
"476","CNOT2"
"477","CNOT6L"
"478","CNOT7"
"479","CNOT8"
"480","CNPPD1"
"481","CNRIP1"
"482","CNTNAP1"
"483","COG3"
"484","COG5"
"485","COG6"
"486","COL11A1"
"487","COL12A1"
"488","COL15A1"
"489","COL16A1"
"490","COL18A1"
"491","COL1A1"
"492","COL1A2"
"493","COL21A1"
"494","COL25A1"
"495","COL3A1"
"496","COL4A1"
"497","COL4A2"
"498","COL4A3BP"
"499","COL5A1"
"500","COL5A2"
"501","COL5A3"
"502","COL6A1"
"503","COL6A2"
"504","COL6A3"
"505","COL8A1"
"506","COL8A2"
"507","COL9A2"
"508","COLEC12"
"509","COMMD3-BMI1"
"510","COPA"
"511","COPB2"
"512","COPS2"
"513","COPS8"
"514","COPZ1"
"515","COPZ2"
"516","COQ5"
"517","COQ7"
"518","CORO2B"
"519","COX15"
"520","COX20"
"521","COX7A2L"
"522","CPA4"
"523","CPD"
"524","CPE"
"525","CPEB3"
"526","CPEB4"
"527","CPNE3"
"528","CPQ"
"529","CPSF1P1"
"530","CPZ"
"531","CRABP1"
"532","CRABP2"
"533","CRB1"
"534","CRBN"
"535","CREB3L2"
"536","CREBL2"
"537","CREBRF"
"538","CREG1"
"539","CRELD2"
"540","CREM"
"541","CRIPT"
"542","CRISPLD1"
"543","CRKL"
"544","CRTAP"
"545","CRYBG3"
"546","CSF2"
"547","CSGALNACT2"
"548","CSMD1"
"549","CSNK1A1"
"550","CSNK1G1"
"551","CSNK1G3"
"552","CSNK2A1"
"553","CSPG4"
"554","CSRNP3"
"555","CSRP2"
"556","CTAGE5"
"557","CTBS"
"558","CTD-2132N18.3"
"559","CTD-3092A11.1"
"560","CTDSP2"
"561","CTDSPL2"
"562","CTH"
"563","CTHRC1"
"564","CTLA4"
"565","CTNNA1"
"566","CTR9"
"567","CTSK"
"568","CTSL"
"569","CTSO"
"570","CTSS"
"571","CUL4B"
"572","CWC22"
"573","CWF19L2"
"574","CX3CL1"
"575","CXCL1"
"576","CXCL6"
"577","CXorf38"
"578","CXorf56"
"579","CYBRD1"
"580","CYP21A1P"
"581","CYP21A2"
"582","CYP26A1"
"583","CYP27A1"
"584","CYP2U1"
"585","CYP4X1"
"586","CYTH3"
"587","DAAM1"
"588","DACT1"
"589","DAD1"
"590","DCAF10"
"591","DCAF12L2"
"592","DCHS2"
"593","DCLK1"
"594","DCLK3"
"595","DCN"
"596","DCP1A"
"597","DCSTAMP"
"598","DCTN4"
"599","DCTN6"
"600","DDHD2"
"601","DDIT3"
"602","DDIT4"
"603","DDIT4L"
"604","DDR2"
"605","DDX19B"
"606","DDX50"
"607","DDX58"
"608","DEFB4A"
"609","DEFB4B"
"610","DEGS1"
"611","DENND2A"
"612","DENND2C"
"613","DENND4C"
"614","DENND5A"
"615","DERL1"
"616","DERL2"
"617","DESI2"
"618","DHDDS"
"619","DHDH"
"620","DHFR2"
"621","DHRS2"
"622","DHRS3"
"623","DHX32"
"624","DHX40"
"625","DHX40P1"
"626","DHX58"
"627","DIABLO"
"628","DIAPH2"
"629","DIO3"
"630","DIRAS1"
"631","DIS3"
"632","DIXDC1"
"633","DKK2"
"634","DKK4"
"635","DLC1"
"636","DLG1"
"637","DLG5"
"638","DLGAP1"
"639","DLGAP4"
"640","DLK1"
"641","DLK2"
"642","DLX1"
"643","DLX2"
"644","DMBT1"
"645","DMGDH"
"646","DMRTA1"
"647","DMXL1"
"648","DNAH11"
"649","DNAH9"
"650","DNAJB2"
"651","DNAJB4"
"652","DNAJB9"
"653","DNAJC1"
"654","DNAJC10"
"655","DNAJC12"
"656","DNAJC13"
"657","DNAJC18"
"658","DNAJC25"
"659","DNAJC3"
"660","DNAJC6"
"661","DNAL1"
"662","DNAL4"
"663","DNASE2"
"664","DOC2B"
"665","DOCK10"
"666","DOCK7"
"667","DOK5"
"668","DPCD"
"669","DPF2"
"670","DPM1"
"671","DPPA4"
"672","DPT"
"673","DPY19L2P3"
"674","DPY19L4"
"675","DPYD"
"676","DPYSL3"
"677","DR1"
"678","DSCR3"
"679","DSTN"
"680","DTWD1"
"681","DTX1"
"682","DUS4L"
"683","DUSP11"
"684","DUSP2"
"685","DUSP22"
"686","DUSP6"
"687","DYM"
"688","DYNC1I1"
"689","DYNC1I2"
"690","DYNC2H1"
"691","DYNC2LI1"
"692","DYRK3"
"693","EAF2"
"694","EAPP"
"695","EBAG9"
"696","EBF1"
"697","EBF2"
"698","EBF3"
"699","ECD"
"700","ECEL1"
"701","ECM2"
"702","EDEM1"
"703","EDNRA"
"704","EEF1A1"
"705","EEF1A1P12"
"706","EEF1A1P13"
"707","EEF1A1P5"
"708","EEF1A1P6"
"709","EFCAB6"
"710","EFCAB7"
"711","EFHC1"
"712","EFNA3"
"713","EFNA4"
"714","EGFL6"
"715","EGFR"
"716","EGLN1"
"717","EGR1"
"718","EGR2"
"719","EGR3"
"720","EHBP1"
"721","EHD2"
"722","EIF1"
"723","EIF1B"
"724","EIF2AK1"
"725","EIF2AK3"
"726","EIF2S2"
"727","EIF3E"
"728","EIF3H"
"729","EIF4B"
"730","EIF4E3"
"731","EIF4H"
"732","ELK1"
"733","ELMO1"
"734","ELMOD2"
"735","ELOVL3"
"736","ELP3"
"737","EMC2"
"738","EMC3"
"739","EMC7"
"740","EMCN"
"741","EMILIN3"
"742","EMP1"
"743","ENKUR"
"744","ENO2"
"745","ENPEP"
"746","ENPP1"
"747","ENPP2"
"748","EPB41L3"
"749","EPC2"
"750","EPDR1"
"751","EPG5"
"752","EPHA5"
"753","EPHX1"
"754","EPRS"
"755","EPS15"
"756","EPYC"
"757","ERAP1"
"758","ERBB4"
"759","ERBIN"
"760","ERCC1"
"761","ERGIC2"
"762","ERLEC1"
"763","ERN1"
"764","ERO1B"
"765","ERP44"
"766","ERRFI1"
"767","ESCO1"
"768","ESD"
"769","ESF1"
"770","ESYT1"
"771","ETNK2"
"772","ETS1"
"773","ETV1"
"774","ETV3"
"775","EVA1C"
"776","EVC2"
"777","EXD2"
"778","EXOC1"
"779","EXOC4"
"780","EXT1"
"781","EYA2"
"782","EYA4"
"783","F3"
"784","F8"
"785","FABP4"
"786","FADS3"
"787","FAF1"
"788","FAM102B"
"789","FAM103A2P"
"790","FAM110C"
"791","FAM114A1"
"792","FAM117B"
"793","FAM120AOS"
"794","FAM124A"
"795","FAM129A"
"796","FAM131A"
"797","FAM131B"
"798","FAM134A"
"799","FAM160A1"
"800","FAM162B"
"801","FAM168A"
"802","FAM171B"
"803","FAM172A"
"804","FAM174A"
"805","FAM175A"
"806","FAM175B"
"807","FAM177A1"
"808","FAM179A"
"809","FAM179B"
"810","FAM180B"
"811","FAM188A"
"812","FAM198B"
"813","FAM200B"
"814","FAM204A"
"815","FAM206A"
"816","FAM20A"
"817","FAM20C"
"818","FAM219A"
"819","FAM21A"
"820","FAM21C"
"821","FAM21FP"
"822","FAM220A"
"823","FAM227B"
"824","FAM229B"
"825","FAM231D"
"826","FAM234B"
"827","FAM26E"
"828","FAM26F"
"829","FAM3C"
"830","FAM43A"
"831","FAM43B"
"832","FAM57A"
"833","FAM8A1"
"834","FAM90A28P"
"835","FAM98C"
"836","FAP"
"837","FAT3"
"838","FAXDC2"
"839","FBN1"
"840","FBN2"
"841","FBXL14"
"842","FBXL17"
"843","FBXL21"
"844","FBXL3"
"845","FBXL4"
"846","FBXO16"
"847","FBXO21"
"848","FBXO3"
"849","FBXO31"
"850","FBXO32"
"851","FBXO4"
"852","FBXO42"
"853","FBXO8"
"854","FCF1"
"855","FCHO2"
"856","FCHSD2"
"857","FDCSP"
"858","FEM1B"
"859","FEM1C"
"860","FERMT2"
"861","FEZ2"
"862","FGF1"
"863","FGF10"
"864","FGF14"
"865","FGF2"
"866","FGF7"
"867","FGL1"
"868","FHL1"
"869","FIBIN"
"870","FICD"
"871","FKBP14"
"872","FKBP15"
"873","FKBP7"
"874","FKBP9"
"875","FKTN"
"876","FLCN"
"877","FLI1"
"878","FLNC"
"879","FLYWCH1"
"880","FMO2"
"881","FMOD"
"882","FN1"
"883","FNBP1L"
"884","FNDC1"
"885","FNDC3A"
"886","FNDC3B"
"887","FNIP1"
"888","FNTA"
"889","FOXC1"
"890","FOXD1"
"891","FOXJ2"
"892","FOXJ3"
"893","FOXO1"
"894","FOXO3"
"895","FPGT"
"896","FRG1HP"
"897","FRMD6"
"898","FRRS1L"
"899","FSCN1"
"900","FSD1L"
"901","FSTL1"
"902","FSTL3"
"903","FTH1P15"
"904","FTH1P23"
"905","FTL"
"906","FTLP3"
"907","FUNDC2"
"908","FUNDC2P1"
"909","FXYD1"
"910","FZD2"
"911","FZD3"
"912","FZD8"
"913","G0S2"
"914","G3BP2"
"915","GAB1"
"916","GAB2"
"917","GAB3"
"918","GABARAPL1"
"919","GABARAPL2"
"920","GABPA"
"921","GABRR1"
"922","GADD45B"
"923","GAL"
"924","GALC"
"925","GALK2"
"926","GALNT1"
"927","GALNT18"
"928","GANC"
"929","GAP43"
"930","GAPDH"
"931","GAPDHP44"
"932","GAPDHP63"
"933","GAPDHP65"
"934","GARS"
"935","GAS1"
"936","GAS2"
"937","GATAD1"
"938","GBAS"
"939","GCC1"
"940","GDF15"
"941","GDF5"
"942","GDI2"
"943","GEM"
"944","GEMIN8"
"945","GFPT2"
"946","GHITM"
"947","GID4"
"948","GIT2"
"949","GJA1"
"950","GJA3"
"951","GJB2"
"952","GJB4"
"953","GLCE"
"954","GLG1"
"955","GLI3"
"956","GLIPR1"
"957","GLT8D1"
"958","GLT8D2"
"959","GLTP"
"960","GMFB"
"961","GNA13"
"962","GNAI1"
"963","GNAI3"
"964","GNS"
"965","GOLGA2"
"966","GOLGA4"
"967","GOLGA5"
"968","GOLGA7"
"969","GOLGA8N"
"970","GOLPH3"
"971","GOLT1B"
"972","GORAB"
"973","GORASP2"
"974","GOSR1"
"975","GOSR2"
"976","GPANK1"
"977","GPATCH11"
"978","GPBP1"
"979","GPC3"
"980","GPC6"
"981","GPN3"
"982","GPNMB"
"983","GPR137B"
"984","GPR155"
"985","GPR157"
"986","GPR174"
"987","GPR180"
"988","GPR27"
"989","GPR88"
"990","GPRASP1"
"991","GPRASP2"
"992","GPRC5A"
"993","GPT2"
"994","GPX8"
"995","GRAMD1A"
"996","GRAMD1C"
"997","GRAMD3"
"998","GRASP"
"999","GRB10"
"1000","GRIA1"
"1001","GRIK4"
"1002","GRINA"
"1003","GRM4"
"1004","GRPEL2"
"1005","GTDC1"
"1006","GTF2A1"
"1007","GTF2B"
"1008","GTF2F1"
"1009","GTF2H1"
"1010","GTPBP1"
"1011","GTPBP2"
"1012","GTPBP8"
"1013","GUK1"
"1014","GULP1"
"1015","GXYLT2"
"1016","GYPC"
"1017","H1F0"
"1018","H2BFS"
"1019","H3F3B"
"1020","HACE1"
"1021","HAS2"
"1022","HAUS2"
"1023","HAX1"
"1024","HBG2"
"1025","HBP1"
"1026","HBS1L"
"1027","HCFC2"
"1028","HCG4"
"1029","HCLS1"
"1030","HCN2"
"1031","HDAC9"
"1032","HECA"
"1033","HECTD2"
"1034","HERC3"
"1035","HERC5"
"1036","HERC6"
"1037","HERPUD1"
"1038","HGF"
"1039","HHAT"
"1040","HIF1A"
"1041","HINT3"
"1042","HIP1"
"1043","HIPK3"
"1044","HIST1H2AC"
"1045","HIST1H2BD"
"1046","HIST1H2BK"
"1047","HIST1H2BN"
"1048","HIST2H2AA3"
"1049","HIST2H2BE"
"1050","HIST2H4B"
"1051","HIST3H2BB"
"1052","HIVEP2"
"1053","HIVEP3"
"1054","HK1"
"1055","HLA-B"
"1056","HLA-DPA1"
"1057","HLA-E"
"1058","HLA-F"
"1059","HLA-J"
"1060","HLA-L"
"1061","HLTF"
"1062","HMCN1"
"1063","HMGN4"
"1064","HMOX1"
"1065","HNRNPH2"
"1066","HOMER1"
"1067","HOOK3"
"1068","HOXA2"
"1069","HOXA5"
"1070","HOXD1"
"1071","HOXD3"
"1072","HOXD4"
"1073","HOXD8"
"1074","HPS3"
"1075","HRH1"
"1076","HS1BP3"
"1077","HS2ST1"
"1078","HSCB"
"1079","HSFX1"
"1080","HSP90AB2P"
"1081","HSP90B3P"
"1082","HSPA13"
"1083","HSPA9"
"1084","HTR2B"
"1085","HYOU1"
"1086","IARS"
"1087","IBSP"
"1088","ICAM5"
"1089","IDS"
"1090","IER5"
"1091","IFI16"
"1092","IFI44"
"1093","IFI44L"
"1094","IFIH1"
"1095","IFIT1"
"1096","IFIT2"
"1097","IFIT3"
"1098","IFIT5"
"1099","IFNAR1"
"1100","IFNGR1"
"1101","IFRD1"
"1102","IFT20"
"1103","IFT46"
"1104","IFT52"
"1105","IFT80"
"1106","IFT81"
"1107","IGDCC4"
"1108","IGF1"
"1109","IGF1R"
"1110","IGFBP1"
"1111","IGFBP2"
"1112","IGFBP3"
"1113","IGFBP4"
"1114","IGFBP5"
"1115","IGFBP6"
"1116","IGKV1OR-2"
"1117","IGSF10"
"1118","IGSF9B"
"1119","IKBIP"
"1120","IKZF5"
"1121","IL10RA"
"1122","IL10RB"
"1123","IL11RA"
"1124","IL13RA1"
"1125","IL17C"
"1126","IL17RD"
"1127","IL1A"
"1128","IL1B"
"1129","IL1RAP"
"1130","IL1RAPL1"
"1131","IL20RB"
"1132","IL21R"
"1133","IL31RA"
"1134","IL6"
"1135","IL6ST"
"1136","IMPA1"
"1137","IMPACT"
"1138","ING1"
"1139","ING2"
"1140","ING4"
"1141","INHBA"
"1142","INHBE"
"1143","INPP4B"
"1144","INPP5B"
"1145","INPP5F"
"1146","INSRR"
"1147","IPMK"
"1148","IQCB1"
"1149","IREB2"
"1150","IRF2BP2"
"1151","IRS2"
"1152","ISCA1"
"1153","ISCU"
"1154","ISLR"
"1155","ISLR2"
"1156","ITCH"
"1157","ITFG1"
"1158","ITGA10"
"1159","ITGA5"
"1160","ITGAV"
"1161","ITGB1"
"1162","ITGB1BP1"
"1163","ITGB3"
"1164","ITGB6"
"1165","ITIH5"
"1166","ITM2A"
"1167","ITM2B"
"1168","ITPRIP"
"1169","JAK1"
"1170","JAK2"
"1171","JAM2"
"1172","JAM3"
"1173","JARID2"
"1174","JKAMP"
"1175","JMJD1C"
"1176","JMY"
"1177","JRKL"
"1178","JUN"
"1179","JUNB"
"1180","KANK3"
"1181","KANK4"
"1182","KANSL1L"
"1183","KATNA1"
"1184","KBTBD2"
"1185","KBTBD4"
"1186","KCMF1"
"1187","KCNAB2"
"1188","KCNE4"
"1189","KCNG1"
"1190","KCNJ2"
"1191","KCNJ4"
"1192","KCNK15"
"1193","KCNK2"
"1194","KCNMB4"
"1195","KCNT2"
"1196","KCTD11"
"1197","KCTD16"
"1198","KCTD20"
"1199","KCTD7"
"1200","KDELC2"
"1201","KDELR3"
"1202","KDM3A"
"1203","KDM4C"
"1204","KDM5A"
"1205","KDM5B"
"1206","KDM7A"
"1207","KDSR"
"1208","KERA"
"1209","KHDRBS3"
"1210","KIAA0319"
"1211","KIAA1024"
"1212","KIAA1033"
"1213","KIAA1191"
"1214","KIAA1755"
"1215","KIF16B"
"1216","KIFAP3"
"1217","KIZ"
"1218","KLF10"
"1219","KLF12"
"1220","KLF14"
"1221","KLF7"
"1222","KLF9"
"1223","KLHDC1"
"1224","KLHDC10"
"1225","KLHL14"
"1226","KLHL15"
"1227","KLHL2"
"1228","KLHL24"
"1229","KLHL28"
"1230","KLHL35"
"1231","KLHL7"
"1232","KLHL9"
"1233","KMT5B"
"1234","KPNA5"
"1235","KRBA2"
"1236","KRBOX4"
"1237","KRIT1"
"1238","KRT6B"
"1239","KRT81"
"1240","L3HYPDH"
"1241","LAGE3"
"1242","LAMA2"
"1243","LAMA4"
"1244","LAMB1"
"1245","LAMP2"
"1246","LAMP3"
"1247","LAMTOR3"
"1248","LANCL1"
"1249","LAPTM4A"
"1250","LARP1B"
"1251","LARP6"
"1252","LAYN"
"1253","LCA5"
"1254","LCA5L"
"1255","LCN2"
"1256","LDHC"
"1257","LDLRAD3"
"1258","LDLRAD4"
"1259","LEMD3"
"1260","LEPR"
"1261","LEPROT"
"1262","LETMD1"
"1263","LGALS1"
"1264","LGALS8"
"1265","LHFP"
"1266","LHFPL1"
"1267","LHFPL2"
"1268","LHX8"
"1269","LIFR"
"1270","LIMD1"
"1271","LIMS4"
"1272","LIN37"
"1273","LIN7A"
"1274","LINC00674"
"1275","LIPG"
"1276","LIPJ"
"1277","LIX1L"
"1278","LL22NC03-80A10.6"
"1279","LMBRD1"
"1280","LMBRD2"
"1281","LMCD1"
"1282","LMOD3"
"1283","LNPK"
"1284","LONP2"
"1285","LONRF1"
"1286","LOX"
"1287","LOXL2"
"1288","LPAR1"
"1289","LPAR6"
"1290","LPCAT2"
"1291","LPIN2"
"1292","LPXN"
"1293","LRAT"
"1294","LRCH2"
"1295","LRFN5"
"1296","LRIF1"
"1297","LRIG1"
"1298","LRP1"
"1299","LRP12"
"1300","LRP1B"
"1301","LRRC17"
"1302","LRRC23"
"1303","LRRC37A16P"
"1304","LRRC37B"
"1305","LRRC37BP1"
"1306","LRRC42"
"1307","LRRC43"
"1308","LRRC49"
"1309","LRRC4C"
"1310","LRRD1"
"1311","LRRN4CL"
"1312","LSM11"
"1313","LSP1"
"1314","LST1"
"1315","LTBP2"
"1316","LTF"
"1317","LTN1"
"1318","LUM"
"1319","LURAP1L"
"1320","LVRN"
"1321","LXN"
"1322","LY96"
"1323","LYPLAL1"
"1324","LYRM9"
"1325","LYSMD1"
"1326","LYSMD3"
"1327","LZIC"
"1328","LZTFL1"
"1329","MAB21L1"
"1330","MAGEH1"
"1331","MAGEL2"
"1332","MAGT1"
"1333","MAN2A1"
"1334","MANBA"
"1335","MANEA"
"1336","MAP1A"
"1337","MAP1B"
"1338","MAP1LC3B"
"1339","MAP1LC3B2"
"1340","MAP1LC3C"
"1341","MAP2K1"
"1342","MAP2K6"
"1343","MAP3K1"
"1344","MAP3K13"
"1345","MAP3K2"
"1346","MAP3K7"
"1347","MAP4"
"1348","MAP4K4"
"1349","MAP6D1"
"1350","MAP7D2"
"1351","MAP7D3"
"1352","MAPK1IP1L"
"1353","MAPK6"
"1354","MAPRE2"
"1355","MARCH3"
"1356","MARCH7"
"1357","MARVELD1"
"1358","MASP1"
"1359","MAST4"
"1360","MAT2B"
"1361","MATN1"
"1362","MATN2"
"1363","MBIP"
