"","x"
"1375","QPRT"
"1376","QSOX1"
"1377","RAB11A"
"1378","RAB11FIP1"
"1379","RAB1A"
"1380","RAB20"
"1381","RAB27B"
"1382","RAB37"
"1383","RAB5A"
"1384","RAB5B"
"1385","RAB6A"
"1386","RAB6B"
"1387","RAB6C"
"1388","RAB8B"
"1389","RAB9A"
"1390","RAC1"
"1391","RAD23B"
"1392","RALGDS"
"1393","RALGPS2"
"1394","RAMP2"
"1395","RAPH1"
"1396","RARRES1"
"1397","RARS2"
"1398","RASA4"
"1399","RASA4B"
"1400","RASA4CP"
"1401","RASD2"
"1402","RASGEF1A"
"1403","RASGEF1B"
"1404","RASGRP1"
"1405","RASSF6"
"1406","RASSF9"
"1407","RBM44"
"1408","RBMS1"
"1409","RBMS2"
"1410","RBPJ"
"1411","RBPMS"
"1412","RCAN1"
"1413","RCHY1"
"1414","RCOR2"
"1415","REEP6"
"1416","REL"
"1417","RELB"
"1418","REM2"
"1419","RFTN1"
"1420","RFX3"
"1421","RFX7"
"1422","RGCC"
"1423","RGL3"
"1424","RGS1"
"1425","RGS11"
"1426","RGS3"
"1427","RHCG"
"1428","RHOA"
"1429","RHOC"
"1430","RHOXF1"
"1431","RHPN2"
"1432","RIMKLA"
"1433","RIN2"
"1434","RINL"
"1435","RIOK3"
"1436","RIPK4"
"1437","RIT1"
"1438","RNASE1"
"1439","RND1"
"1440","RNF183"
"1441","RNF186"
"1442","RNF19B"
"1443","RNF208"
"1444","RNLS"
"1445","RP11-1070B7.2"
"1446","RP11-1070B7.3"
"1447","RP11-147I3.1"
"1448","RP11-206L10.2"
"1449","RP11-261C10.7"
"1450","RP11-274B21.12"
"1451","RP11-274B21.3"
"1452","RP11-291L22.9"
"1453","RP11-308D16.2"
"1454","RP11-310H4.6"
"1455","RP11-315D16.2"
"1456","RP11-34P13.15"
"1457","RP11-34P13.16"
"1458","RP11-408P14.1"
"1459","RP11-43F13.1"
"1460","RP11-452G18.2"
"1461","RP11-465B22.3"
"1462","RP11-49K24.6"
"1463","RP11-514P8.7"
"1464","RP11-548H18.2"
"1465","RP11-61L23.2"
"1466","RP11-903H12.5"
"1467","RP1-37E16.12"
"1468","RP4-669L17.8"
"1469","RP4-765C7.2"
"1470","RP5-875O13.6"
"1471","RP5-875O13.7"
"1472","RP9P"
"1473","RPH3AL"
"1474","RPL10"
"1475","RPL14"
"1476","RPL22"
"1477","RPL35A"
"1478","RPL37"
"1479","RPS23P8"
"1480","RPS24"
"1481","RPS27L"
"1482","RPS7"
"1483","RPS7P10"
"1484","RRAS"
"1485","RRBP1"
"1486","RREB1"
"1487","RSL1D1"
"1488","RSL24D1"
"1489","RTKN"
"1490","RUBCNL"
"1491","RYR2"
"1492","S100A1"
"1493","S100A10"
"1494","S100A11"
"1495","S100A4"
"1496","S100G"
"1497","S1PR4"
"1498","SALL4"
"1499","SBNO2"
"1500","SC5D"
"1501","SCARB1"
"1502","SCGB2A1"
"1503","SCGN"
"1504","SCIN"
"1505","SCP2"
"1506","SCT"
"1507","SCTR"
"1508","SDC4"
"1509","SDCBP2"
"1510","SDHAF4"
"1511","SDHAP1"
"1512","SDHAP2"
"1513","SDHAP3"
"1514","SDK1"
"1515","SDPR"
"1516","SDR16C5"
"1517","SEC13"
"1518","SEC16B"
"1519","SEC22B"
"1520","SEC24A"
"1521","SEC24D"
"1522","SEC31A"
"1523","SEC61G"
"1524","SELE"
"1525","SELENBP1"
"1526","SELENOK"
"1527","SELENOP"
"1528","SEMA3B"
"1529","SERINC5"
"1530","SERP1"
"1531","SERPINA11"
"1532","SERPINA12"
"1533","SERPINA5"
"1534","SERPINA6"
"1535","SERPINB1"
"1536","SERPINB6"
"1537","SERPINB9"
"1538","SERPINF2"
"1539","SERPINH1"
"1540","SEZ6L2"
"1541","SH2D7"
"1542","SH3BGRL"
"1543","SH3D21"
"1544","SH3PXD2A"
"1545","SH3RF2"
"1546","SH3TC1"
"1547","SH3TC2"
"1548","SH3YL1"
"1549","SHC1"
"1550","SHC2"
"1551","SHROOM3"
"1552","SI"
"1553","SIGLEC12"
"1554","SIGLEC15"
"1555","SLA"
"1556","SLAMF9"
"1557","SLC10A2"
"1558","SLC11A2"
"1559","SLC12A2"
"1560","SLC13A3"
"1561","SLC15A1"
"1562","SLC15A4"
"1563","SLC16A3"
"1564","SLC16A5"
"1565","SLC17A1"
"1566","SLC17A9"
"1567","SLC18B1"
"1568","SLC19A3"
"1569","SLC1A6"
"1570","SLC1A7"
"1571","SLC22A23"
"1572","SLC22A3"
"1573","SLC22A9"
"1574","SLC24A3"
"1575","SLC25A23"
"1576","SLC25A37"
"1577","SLC25A43"
"1578","SLC26A3"
"1579","SLC27A6"
"1580","SLC28A1"
"1581","SLC29A1"
"1582","SLC29A4"
"1583","SLC2A1"
"1584","SLC2A13"
"1585","SLC2A14"
"1586","SLC2A3"
"1587","SLC38A11"
"1588","SLC39A1"
"1589","SLC39A10"
"1590","SLC39A4"
"1591","SLC39A5"
"1592","SLC3A1"
"1593","SLC45A3"
"1594","SLC4A3"
"1595","SLC51B"
"1596","SLC5A12"
"1597","SLC5A9"
"1598","SLC6A10P"
"1599","SLC6A19"
"1600","SLC6A8"
"1601","SLC7A4"
"1602","SLC7A7"
"1603","SLC7A8"
"1604","SLC7A9"
"1605","SLC9A3"
"1606","SLCO4A1"
"1607","SLITRK6"
"1608","SLX1A"
"1609","SMAP1"
"1610","SMAP2"
"1611","SMARCA1"
"1612","SMG1P2"
"1613","SMIM14"
"1614","SMIM22"
"1615","SMIM6"
"1616","SMLR1"
"1617","SMOC2"
"1618","SMPD3"
"1619","SMPDL3A"
"1620","SMS"
"1621","SMTN"
"1622","SMURF1"
"1623","SNCG"
"1624","SNTB1"
"1625","SNX10"
"1626","SNX25"
"1627","SNX3"
"1628","SOCS3"
"1629","SOD2"
"1630","SORBS2"
"1631","SORBS3"
"1632","SORD"
"1633","SORD2P"
"1634","SOWAHD"
"1635","SOX6"
"1636","SOX9"
"1637","SP1"
"1638","SP100"
"1639","SP3P"
"1640","SPAG17"
"1641","SPAG4"
"1642","SPATA18"
"1643","SPATS2L"
"1644","SPDEF"
"1645","SPDYE6"
"1646","SPEG"
"1647","SPHK2"
"1648","SPIB"
"1649","SPICE1"
"1650","SPINK13"
"1651","SPINK5"
"1652","SPIRE2"
"1653","SPOCD1"
"1654","SPOCK2"
"1655","SPON2"
"1656","SQLE"
"1657","SQRDL"
"1658","SREBF2"
"1659","SRI"
"1660","SSC4D"
"1661","SSH2"
"1662","SSR3"
"1663","SSTR3"
"1664","ST5"
"1665","ST8SIA6"
"1666","STARD10"
"1667","STARD13"
"1668","STARD4"
"1669","STAT6"
"1670","STAU1"
"1671","STBD1"
"1672","STC1"
"1673","STEAP2"
"1674","STOM"
"1675","STPG1"
"1676","STT3A"
"1677","STX7"
"1678","STYK1"
"1679","SUCLG2"
"1680","SUGT1"
"1681","SULT1A4"
"1682","SULT1B1"
"1683","SULT1C2"
"1684","SULT1E1"
"1685","SULT2B1"
"1686","SUPT3H"
"1687","SUSD2"
"1688","SUSD3"
"1689","SVEP1"
"1690","SYCP2"
"1691","SYNE1"
"1692","SYNPR"
"1693","SYT7"
"1694","SYT8"
"1695","TAB3"
"1696","TAGLN"
"1697","TARSL2"
"1698","TBC1D3L"
"1699","TBC1D8B"
"1700","TBX19"
"1701","TBX6"
"1702","TC2N"
"1703","TCAIM"
"1704","TCEA3"
"1705","TCEAL8"
"1706","TCEAL9"
"1707","TCF21"
"1708","TCF7L2"
"1709","TCN2"
"1710","TDO2"
"1711","TDP2"
"1712","TDRP"
"1713","TEP1"
"1714","TES"
"1715","TESMIN"
"1716","TET1"
"1717","TFEC"
"1718","TFG"
"1719","TFPI"
"1720","TFR2"
"1721","TGDS"
"1722","TGIF1"
"1723","THPO"
"1724","THRA"
"1725","THUMPD2"
"1726","TICAM1"
"1727","TIMD4"
"1728","TINAG"
"1729","TLCD2"
"1730","TLE2"
"1731","TLE6"
"1732","TM4SF1"
"1733","TM4SF18"
"1734","TM4SF20"
"1735","TM4SF4"
"1736","TM4SF5"
"1737","TM6SF2"
"1738","TMBIM1"
"1739","TMC6"
"1740","TMCC1"
"1741","TMCC3"
"1742","TMCO4"
"1743","TMED10"
"1744","TMED4"
"1745","TMEM106A"
"1746","TMEM120A"
"1747","TMEM123"
"1748","TMEM133"
"1749","TMEM141"
"1750","TMEM156"
"1751","TMEM176A"
"1752","TMEM176B"
"1753","TMEM198B"
"1754","TMEM204"
"1755","TMEM263"
"1756","TMEM265"
"1757","TMEM31"
"1758","TMEM37"
"1759","TMEM45A"
"1760","TMEM52"
"1761","TMEM61"
"1762","TMEM74B"
"1763","TMEM82"
"1764","TMEM91"
"1765","TMEM92"
"1766","TMEM94"
"1767","TMF1"
"1768","TMLHE"
"1769","TMOD3"
"1770","TMPRSS13"
"1771","TMPRSS3"
"1772","TMPRSS4"
"1773","TMPRSS5"
"1774","TMPRSS6"
"1775","TMSB4X"
"1776","TMSB4XP4"
"1777","TNFAIP2"
"1778","TNFAIP3"
"1779","TNFRSF11B"
"1780","TNFRSF14"
"1781","TNFRSF19"
"1782","TNFRSF1B"
"1783","TNFRSF25"
"1784","TNFSF13"
"1785","TNFSF18"
"1786","TNIP1"
"1787","TNNC1"
"1788","TNNT1"
"1789","TOMM20"
"1790","TOX3"
"1791","TPD52"
"1792","TPH2"
"1793","TPK1"
"1794","TPM1"
"1795","TPM2"
"1796","TRAK1"
"1797","TRAM1"
"1798","TRANK1"
"1799","TRIB1"
"1800","TRIM16"
"1801","TRIM31"
"1802","TRIM5"
"1803","TRIM71"
"1804","TRIOBP"
"1805","TRIP10"
"1806","TRIP6"
"1807","TRIQK"
"1808","TRNAU1AP"
"1809","TRNP1"
"1810","TRPC6"
"1811","TRPM4"
"1812","TRPV2"
"1813","TRPV3"
"1814","TSC22D2"
"1815","TSEN34"
"1816","TSNARE1"
"1817","TSPAN1"
"1818","TSPAN13"
"1819","TSPAN2"
"1820","TSPAN31"
"1821","TSPAN8"
"1822","TSPO2"
"1823","TSTD1"
"1824","TTC39A"
"1825","TTC39B"
"1826","TTLL2"
"1827","TTLL6"
"1828","TVP23B"
"1829","TYMP"
"1830","TYRO3"
"1831","UAP1"
"1832","UBE2E1"
"1833","UBE2H"
"1834","UBE2N"
"1835","UCP2"
"1836","UFC1"
"1837","UFL1"
"1838","UFM1"
"1839","UGCG"
"1840","UGP2"
"1841","UGT2B17"
"1842","UNC13C"
"1843","UNC13D"
"1844","UNC5CL"
"1845","UNC93A"
"1846","UNC93B1"
"1847","UPK1A"
"1848","UQCRC2"
"1849","UQCRH"
"1850","URAHP"
"1851","USH1G"
"1852","USP12"
"1853","USP32P1"
"1854","USP53"
"1855","USPL1"
"1856","VAPA"
"1857","VASP"
"1858","VCL"
"1859","VDAC1"
"1860","VDAC2"
"1861","VEGFA"
"1862","VIL1"
"1863","VIPR1"
"1864","VN1R48P"
"1865","VNN1"
"1866","VPS37B"
"1867","VTN"
"1868","VWA5A"
"1869","VWA7"
"1870","WASF2"
"1871","WASH3P"
"1872","WBP2"
"1873","WBSCR27"
"1874","WDFY1"
"1875","WDR45B"
"1876","WDR54"
"1877","WDR66"
"1878","WFDC1"
"1879","WISP1"
"1880","WISP3"
"1881","WNK4"
"1882","WNT2"
"1883","WNT5A"
"1884","WSB2"
"1885","XBP1"
"1886","XDH"
"1887","XPNPEP1"
"1888","XPNPEP2"
"1889","XXbac-B444P24.10"
"1890","YEATS2"
"1891","YWHABP2"
"1892","YWHAH"
"1893","YWHAZ"
"1894","ZBTB25"
"1895","ZDHHC2"
"1896","ZDHHC9"
"1897","ZFP28"
"1898","ZFP36"
"1899","ZFP36L1"
"1900","ZMYM5"
"1901","ZMYND8"
"1902","ZNF124"
"1903","ZNF143"
"1904","ZNF160"
"1905","ZNF219"
"1906","ZNF226"
"1907","ZNF267"
"1908","ZNF321P"
"1909","ZNF33B"
"1910","ZNF385A"
"1911","ZNF385C"
"1912","ZNF395"
"1913","ZNF415"
"1914","ZNF431"
"1915","ZNF438"
"1916","ZNF444"
"1917","ZNF462"
"1918","ZNF467"
"1919","ZNF488"
"1920","ZNF511-PRAP1"
"1921","ZNF525"
"1922","ZNF550"
"1923","ZNF552"
"1924","ZNF563"
"1925","ZNF586"
"1926","ZNF600"
"1927","ZNF608"
"1928","ZNF630"
"1929","ZNF654"
"1930","ZNF69"
"1931","ZNF717"
"1932","ZNF721"
"1933","ZNF766"
"1934","ZNF780A"
"1935","ZNF787"
"1936","ZNF804A"
"1937","ZNF808"
"1938","ZNF827"
"1939","ZNF846"
"1940","ZSWIM4"
