"","x"
"248","COG6"
"249","COL11A1"
"250","COL12A1"
"251","COL8A1"
"252","COL8A2"
"253","COLEC12"
"254","COMMD2"
"255","COMMD8"
"256","COPB2"
"257","COPS2"
"258","COPS8"
"259","COQ10B"
"260","COQ5"
"261","COX10"
"262","COX7A2L"
"263","CPA4"
"264","CPD"
"265","CPNE3"
"266","CPSF1P1"
"267","CPT1A"
"268","CRBN"
"269","CRCP"
"270","CREBL2"
"271","CREG1"
"272","CRISPLD1"
"273","CRK"
"274","CRNKL1"
"275","CSF2"
"276","CSGALNACT2"
"277","CSNK1A1"
"278","CSNK1G3"
"279","CSTF1"
"280","CTBS"
"281","CTC-487M23.8"
"282","CTD-2132N18.3"
"283","CTHRC1"
"284","CTLA4"
"285","CTR9"
"286","CTSO"
"287","CTSS"
"288","CUL2"
"289","CUL5"
"290","CUTC"
"291","CWC22"
"292","CWF19L2"
"293","CX3CL1"
"294","CXCL1"
"295","CXCL5"
"296","CXCL6"
"297","CXorf56"
"298","CXXC5"
"299","CYB561D1"
"300","CYB5D2"
"301","CYB5R4"
"302","CYCS"
"303","CYP20A1"
"304","CYP26A1"
"305","CYP4V2"
"306","DAAM1"
"307","DAD1"
"308","DBT"
"309","DCAF10"
"310","DCAF12"
"311","DCLK1"
"312","DCSTAMP"
"313","DCTN2"
"314","DCTN4"
"315","DCTN6"
"316","DDIT3"
"317","DDIT4L"
"318","DDX1"
"319","DDX50"
"320","DEFB4A"
"321","DEFB4B"
"322","DEK"
"323","DERL1"
"324","DESI1"
"325","DESI2"
"326","DHFR2"
"327","DHRS2"
"328","DHX32"
"329","DHX36"
"330","DHX40"
"331","DIABLO"
"332","DIO3"
"333","DKK2"
"334","DLD"
"335","DLX2"
"336","DMBT1"
"337","DMRTA1"
"338","DMXL1"
"339","DNAJA2"
"340","DNAJB4"
"341","DNAJB9"
"342","DNAJC10"
"343","DNAJC12"
"344","DNAJC19"
"345","DNAJC21"
"346","DNAJC25"
"347","DNAJC3"
"348","DNAL1"
"349","DOCK7"
"350","DOK5"
"351","DPM1"
"352","DPY19L1"
"353","DPY19L4"
"354","DPYSL3"
"355","DR1"
"356","DSCR3"
"357","DSTN"
"358","DUSP11"
"359","DYNC1I1"
"360","DYNC1I2"
"361","DYNC2LI1"
"362","DYNLT3"
"363","EAPP"
"364","EBAG9"
"365","EBF2"
"366","EFCAB7"
"367","EFL1"
"368","EFR3A"
"369","EHBP1"
"370","EI24"
"371","EIF1B"
"372","EIF2S2"
"373","EIF4E3"
"374","EIF4G2"
"375","EIF5"
"376","ELMOD2"
"377","ELP4"
"378","EMC2"
"379","EMC3"
"380","EMC4"
"381","EMC7"
"382","EMCN"
"383","EMP1"
"384","ENKUR"
"385","ENOPH1"
"386","ENOX2"
"387","ENPP1"
"388","ENPP4"
"389","EPC2"
"390","EPDR1"
"391","EPHA5"
"392","EPHX1"
"393","EPM2A"
"394","EPYC"
"395","ERGIC2"
"396","ERLEC1"
"397","ERLIN2"
"398","ERP44"
"399","ERRFI1"
"400","ESF1"
"401","ETFRF1"
"402","ETV3"
"403","EXD2"
"404","EXOC1"
"405","EXOC8"
"406","F3"
"407","FABP7"
"408","FAF1"
"409","FAF2"
"410","FAM102B"
"411","FAM103A1"
"412","FAM103A2P"
"413","FAM120AOS"
"414","FAM122A"
"415","FAM129A"
"416","FAM13B"
"417","FAM174A"
"418","FAM175A"
"419","FAM175B"
"420","FAM177A1"
"421","FAM179B"
"422","FAM188A"
"423","FAM188B"
"424","FAM198B"
"425","FAM204A"
"426","FAM206A"
"427","FAM208A"
"428","FAM20A"
"429","FAM210B"
"430","FAM220A"
"431","FAM222A"
"432","FAM3C"
"433","FAM8A1"
"434","FAM91A1"
"435","FAM96A"
"436","FANCF"
"437","FAP"
"438","FASTKD2"
"439","FAXDC2"
"440","FBXL17"
"441","FBXL3"
"442","FBXL4"
"443","FBXO28"
"444","FBXO3"
"445","FBXO32"
"446","FBXO33"
"447","FBXO45"
"448","FBXO7"
"449","FBXO8"
"450","FCF1"
"451","FDCSP"
"452","FECH"
"453","FEM1B"
"454","FGF10"
"455","FGFR1OP2"
"456","FGL1"
"457","FIBIN"
"458","FICD"
"459","FKTN"
"460","FMOD"
"461","FN1"
"462","FNBP1L"
"463","FNDC1"
"464","FOXO1"
"465","FPGT"
"466","FZD3"
"467","FZD6"
"468","G0S2"
"469","G3BP2"
"470","GABARAPL1"
"471","GABARAPL2"
"472","GAL"
"473","GALK2"
"474","GALNT1"
"475","GAP43"
"476","GAS2"
"477","GCC1"
"478","GCLM"
"479","GDI2"
"480","GFM1"
"481","GFPT2"
"482","GGPS1"
"483","GHITM"
"484","GID4"
"485","GJA1"
"486","GJA3"
"487","GJB2"
"488","GJB4"
"489","GLIPR1"
"490","GLT8D1"
"491","GMFB"
"492","GNAI1"
"493","GNAI3"
"494","GNG10"
"495","GNS"
"496","GOLGA7"
"497","GOLPH3"
"498","GOLT1B"
"499","GON7"
"500","GORAB"
"501","GPAM"
"502","GPATCH11"
"503","GPC6"
"504","GPN1"
"505","GPR180"
"506","GPR27"
"507","GRB10"
"508","GSKIP"
"509","GSPT2"
"510","GSR"
"511","GTF2A1"
"512","GTF2B"
"513","GTF2H1"
"514","GTF2H3"
"515","GTPBP10"
"516","GTPBP8"
"517","GULP1"
"518","GXYLT2"
"519","GYG1"
"520","H3F3B"
"521","HACD2"
"522","HAS2"
"523","HAT1"
"524","HAUS2"
"525","HBS1L"
"526","HDAC9"
"527","HEATR5A"
"528","HECA"
"529","HERC3"
"530","HERPUD1"
"531","HIF1A"
"532","HINT3"
"533","HIPK1"
"534","HIPK3"
"535","HIST1H2AC"
"536","HIST1H2BD"
"537","HIST1H2BK"
"538","HLA-E"
"539","HLTF"
"540","HMGN4"
"541","HNRNPH2"
"542","HOXD1"
"543","HOXD3"
"544","HOXD8"
"545","HPS3"
"546","HR"
"547","HS2ST1"
"548","HSBP1"
"549","HSD17B11"
"550","HSD17B6"
"551","HSPA13"
"552","HSPA8"
"553","HSPE1-MOB4"
"554","IBSP"
"555","IDH3A"
"556","IER3IP1"
"557","IER5"
"558","IFI16"
"559","IFNGR1"
"560","IFRD1"
"561","IFT46"
"562","IFT57"
"563","IFT74"
"564","IGFBP4"
"565","IGFN1"
"566","IGKV1OR-2"
"567","IL10RB"
"568","IL13RA1"
"569","IL17C"
"570","IL1A"
"571","IL1B"
"572","IL1RAP"
"573","IL31RA"
"574","IMPA1"
"575","ING2"
"576","ING3"
"577","INHBE"
"578","INIP"
"579","INPP4B"
"580","INTS12"
"581","IPO7"
"582","ISCA1"
"583","ISCU"
"584","ISLR2"
"585","ISY1-RAB43"
"586","ITFG1"
"587","ITGAV"
"588","ITGB1"
"589","ITGB3"
"590","ITGB3BP"
"591","ITGB6"
"592","ITIH5"
"593","ITM2A"
"594","ITM2B"
"595","ITPR2"
"596","JAK1"
"597","JAK2"
"598","JAM2"
"599","JKAMP"
"600","JUN"
"601","KBTBD4"
"602","KBTBD8"
"603","KCNK2"
"604","KCNS1"
"605","KCTD16"
"606","KCTD5"
"607","KDELR3"
"608","KDM1B"
"609","KDSR"
"610","KIAA0391"
"611","KIAA0895"
"612","KIAA1586"
"613","KIF21A"
"614","KIF3A"
"615","KIF3B"
"616","KIF5C"
"617","KIFAP3"
"618","KIN"
"619","KLF10"
"620","KLF14"
"621","KLF9"
"622","KLHL15"
"623","KLHL2"
"624","KLHL28"
"625","KLHL8"
"626","KLHL9"
"627","KRBOX4"
"628","KRCC1"
"629","KRR1"
"630","KRT6B"
"631","KTN1"
"632","KYNU"
"633","LACTB2"
"634","LAGE3"
"635","LAMA2"
"636","LAMP2"
"637","LAMTOR3"
"638","LANCL1"
"639","LAPTM4A"
"640","LARGE1"
"641","LARP6"
"642","LARP7"
"643","LCN2"
"644","LDAH"
"645","LDHC"
"646","LEMD3"
"647","LEPR"
"648","LEPROTL1"
"649","LHFP"
"650","LHX8"
"651","LIG4"
"652","LIN7A"
"653","LINC00888"
"654","LIPA"
"655","LL22NC03-80A10.6"
"656","LMBR1"
"657","LMBRD2"
"658","LMOD3"
"659","LONP2"
"660","LPAR6"
"661","LPGAT1"
"662","LRRC17"
"663","LRRC57"
"664","LRRN4CL"
"665","LSP1"
"666","LST1"
"667","LTBP2"
"668","LUM"
"669","LYPLA1"
"670","LYRM2"
"671","LYSMD3"
"672","LZIC"
"673","M6PR"
"674","MAGEH1"
"675","MAGT1"
"676","MAN1A2"
"677","MAN2A1"
"678","MANEA"
"679","MAP1LC3B"
"680","MAP1LC3B2"
"681","MAP2K4"
"682","MAP2K6"
"683","MAP9"
"684","MAPK1IP1L"
"685","MARCH3"
"686","MARCH7"
"687","MAT2B"
"688","MATN2"
"689","MBD4"
"690","MBLAC2"
"691","MBNL1"
"692","MBTPS2"
"693","MCFD2"
"694","MCM9"
"695","MCPH1"
"696","MDH1"
"697","MED17"
"698","MED20"
"699","MED21"
"700","MED4"
"701","MED8"
"702","MEOX2"
"703","METAP2"
"704","METTL15"
"705","METTL18"
"706","METTL21A"
"707","METTL23"
"708","METTL9"
"709","MEX3C"
"710","MFAP1"
"711","MFF"
"712","MFSD1"
"713","MGAT2"
"714","MGP"
"715","MICU2"
"716","MIER1"
"717","MIF4GD"
"718","MIGA1"
"719","MILR1"
"720","MKKS"
"721","MKRN2"
"722","MMAA"
"723","MMADHC"
"724","MMGT1"
"725","MMP13"
"726","MMP14"
"727","MMP9"
"728","MNAT1"
"729","MOB4"
"730","MOCS3"
"731","MORF4L1"
"732","MORF4L2"
"733","MORN2"
"734","MPC1"
"735","MPHOSPH6"
"736","MPPE1"
"737","MR1"
"738","MRPL39"
"739","MRPL50"
"740","MRPS10"
"741","MRPS22"
"742","MRPS23"
"743","MRPS30"
"744","MRPS33"
"745","MSANTD3"
"746","MTERF1"
"747","MTF1"
"748","MTFMT"
"749","MTHFD2"
"750","MTIF2"
"751","MTMR6"
"752","MTPN"
"753","MTRR"
"754","MTUS1"
"755","MTX2"
"756","MUT"
"757","MYLIP"
"758","MYNN"
"759","NAA20"
"760","NAA30"
"761","NALCN"
"762","NAPG"
"763","NARS"
"764","NAT1"
"765","NBN"
"766","NBPF1"
"767","NCAN"
"768","NCEH1"
"769","NCK1"
"770","NCKAP1"
"771","NCOA7"
"772","NDFIP1"
"773","NDFIP2"
"774","NDUFA5"
"775","NDUFAF1"
"776","NDUFB3"
"777","NDUFB5"
"778","NDUFV2P1"
"779","NEBL"
"780","NECAP1"
"781","NEK1"
"782","NEK7"
"783","NFATC2"
"784","NFE2L2"
"785","NFKBIZ"
"786","NFS1"
"787","NGF"
"788","NGLY1"
"789","NID2"
"790","NIF3L1"
"791","NIPSNAP3A"
"792","NKRF"
"793","NOL10"
"794","NOL7"
"795","NPAT"
"796","NPC2"
"797","NPTN"
"798","NR3C1"
"799","NRAS"
"800","NRBF2"
"801","NRIP1"
"802","NRK"
"803","NSF"
"804","NSL1"
"805","NT5E"
"806","NUAK1"
"807","NUB1"
"808","NUCB2"
"809","NUDCD1"
"810","NUDT7"
"811","NUP37"
"812","NUP54"
"813","NUS1"
"814","NXPH4"
"815","NXT2"
"816","OAT"
"817","OCIAD1"
"818","OCIAD2"
"819","OGN"
"820","OMD"
"821","ORC3"
"822","OSBP"
"823","OSBPL8"
"824","OSER1"
"825","OSGEPL1"
"826","OSGIN1"
"827","OSGIN2"
"828","OTUD1"
"829","OTUD6B"
"830","OXCT1"
"831","OXR1"
"832","PACRGL"
"833","PAIP2"
"834","PANX1"
"835","PAPD5"
"836","PAPPA2"
"837","PAPSS1"
"838","PARG"
"839","PCDH11X"
"840","PCDHA10"
"841","PCSK1"
"842","PDCD10"
"843","PDCD2"
"844","PDCD6IPP2"
"845","PDE12"
"846","PDE6D"
"847","PDGFB"
"848","PDGFRL"
"849","PDIK1L"
"850","PDK4"
"851","PDSS2"
"852","PDZD8"
"853","PENK"
"854","PEX12"
"855","PEX2"
"856","PEX3"
"857","PFDN4"
"858","PGGT1B"
"859","PHAX"
"860","PHEX"
"861","PHLDA1"
"862","PHOSPHO2"
"863","PI15"
"864","PI3"
"865","PI4K2B"
"866","PIBF1"
"867","PID1"
"868","PIFO"
"869","PIGBOS1"
"870","PIGF"
"871","PIGH"
"872","PIGK"
"873","PIGP"
"874","PIGT"
"875","PIGV"
"876","PIGX"
"877","PIGY"
"878","PIK3AP1"
"879","PIK3C3"
"880","PIK3IP1"
"881","PITHD1"
"882","PLAUR"
"883","PLCL2"
"884","PLEKHA3"
"885","PLEKHB2"
"886","PLP1"
"887","PLPP3"
"888","PLPP6"
"889","PLPPR4"
"890","PMAIP1"
"891","PNPLA8"
"892","POC1B"
"893","POGK"
"894","POLR2J3"
"895","POLR2K"
"896","PON2"
"897","POP4"
"898","PPCS"
"899","PPHLN1"
"900","PPIC"
"901","PPIL3"
"902","PPIL4"
"903","PPIP5K2"
"904","PPM1A"
"905","PPM1B"
"906","PPP1CB"
"907","PPP1R11"
"908","PPP1R14C"
"909","PPP1R14D"
"910","PPP1R15B"
"911","PPP1R2"
"912","PPP1R3D"
"913","PPP1R8"
"914","PPP2CB"
"915","PPP3CA"
"916","PPP3CC"
"917","PPP3R1"
"918","PPP4R3B"
"919","PPTC7"
"920","PQLC2L"
"921","PQLC3"
"922","PRDX3"
"923","PRG4"
"924","PRKAG1"
"925","PRKAR1A"
"926","PRKAR2A"
"927","PRKRA"
"928","PRMT3"
"929","PRNP"
"930","PROKR1"
"931","PROSC"
"932","PRPF18"
"933","PRPF38A"
"934","PRPF40A"
"935","PRR16"
"936","PRR5L"
"937","PRRG3"
"938","PRRX1"
"939","PSAT1"
"940","PSMA6"
"941","PSMC1P1"
"942","PSMC2"
"943","PSMD10"
"944","PSMD12"
"945","PSMD5"
"946","PSPH"
"947","PSTK"
"948","PTCD2"
"949","PTGER4"
"950","PTHLH"
"951","PTP4A2"
"952","PTPN11"
"953","PTPRA"
"954","PTRF"
"955","PUM2"
"956","PURA"
"957","PYROXD1"
"958","QPCT"
"959","RAB10"
"960","RAB12"
"961","RAB14"
"962","RAB18"
"963","RAB21"
"964","RAB22A"
"965","RAB29"
"966","RAB2A"
"967","RAB30"
"968","RAB32"
"969","RAB3GAP1"
"970","RAB5A"
"971","RAB9A"
"972","RAB9B"
"973","RABGEF1"
"974","RABGGTB"
"975","RABIF"
"976","RAD1"
"977","RAD17"
"978","RAI14"
"979","RALB"
"980","RANBP6"
"981","RANBP9"
"982","RAP1B"
"983","RAP1GDS1"
"984","RAP2A"
"985","RARB"
"986","RARS"
"987","RASL12"
"988","RB1CC1"
"989","RBBP5"
"990","RBBP8"
"991","RBBP9"
"992","RBM18"
"993","RBM27"
"994","RBM48"
"995","RCN2"
"996","RDH14"
"997","RECQL"
"998","REEP3"
"999","REEP5"
"1000","REXO2"
"1001","RFK"
"1002","RFT1"
"1003","RGMB"
"1004","RGS2"
"1005","RGS4"
"1006","RHEB"
"1007","RHOB"
"1008","RHOT1"
"1009","RHOU"
"1010","RIPK2"
"1011","RMDN3"
"1012","RMND5A"
"1013","RNASEL"
"1014","RND1"
"1015","RND3"
"1016","RNF103"
"1017","RNF11"
"1018","RNF13"
"1019","RNF139"
"1020","RNF14"
"1021","RNF141"
"1022","RNF170"
"1023","RNF185"
"1024","RNF19B"
"1025","RNF20"
"1026","RNF38"
"1027","RNF6"
"1028","RP11-111H13.1"
"1029","RP11-257I8.1"
"1030","RP11-350D17.3"
"1031","RP11-437B10.1"
"1032","RP11-603J24.9"
"1033","RP11-724O16.1"
"1034","RP11-73M18.2"
"1035","RP11-745O10.4"
"1036","RP2"
"1037","RPAP2"
"1038","RPAP3"
"1039","RPE"
"1040","RPF1"
"1041","RPL17-C18orf32"
"1042","RPL21"
"1043","RPLP0P2"
"1044","RPP14"
"1045","RPP40"
"1046","RPS6KL1"
"1047","RRAGA"
"1048","RRAGC"
"1049","RRAGD"
"1050","RRAS2"
"1051","RRN3"
"1052","RSL24D1"
"1053","RSPH1"
"1054","RSPH3"
"1055","RSPRY1"
"1056","RTCA"
"1057","RTFDC1"
"1058","RTN4"
"1059","RWDD1"
"1060","RYBP"
"1061","S100B"
"1062","SAMHD1"
"1063","SAP18"
"1064","SAR1A"
"1065","SAR1B"
"1066","SARAF"
"1067","SARS"
"1068","SAXO2"
"1069","SBDS"
"1070","SBDSP1"
"1071","SCAF8"
"1072","SCAMP1"
"1073","SCARB2"
"1074","SCCPDH"
"1075","SCG2"
"1076","SCG5"
"1077","SCOC"
"1078","SCRG1"
"1079","SCRN3"
"1080","SDCBP"
"1081","SDCCAG8"
"1082","SDE2"
"1083","SDHAF3"
"1084","SDHD"
"1085","SEC11A"
"1086","SEC11C"
"1087","SEC14L2"
"1088","SEC22A"
"1089","SEC22B"
"1090","SEC23B"
"1091","SEC61B"
"1092","SEC62"
"1093","SEC63"
"1094","SEL1L"
"1095","SELENOF"
"1096","SELENOM"
"1097","SELENOS"
"1098","SELENOT"
"1099","SEMA3C"
"1100","SEMA7A"
"1101","SENP2"
"1102","SERINC1"
"1103","SERINC3"
"1104","SERPINE1"
"1105","SERPINE2"
"1106","SERPINF1"
"1107","SETD9"
"1108","SF3B6"
"1109","SFRP4"
"1110","SFT2D2"
"1111","SGCB"
"1112","SGK1"
"1113","SGMS1"
"1114","SGPP1"
"1115","SH2D1A"
"1116","SH3GLB1"
"1117","SHOC2"
"1118","SHQ1"
"1119","SI"
"1120","SIRT1"
"1121","SKIL"
"1122","SKIV2L2"
"1123","SKP1"
"1124","SLC14A1"
"1125","SLC15A4"
"1126","SLC16A4"
"1127","SLC17A5"
"1128","SLC25A15"
"1129","SLC25A1P5"
"1130","SLC25A32"
"1131","SLC25A4"
"1132","SLC25A46"
"1133","SLC27A2"
"1134","SLC30A1"
"1135","SLC30A5"
"1136","SLC30A6"
"1137","SLC30A9"
"1138","SLC33A1"
"1139","SLC35A2"
"1140","SLC35A5"
"1141","SLC35B3"
"1142","SLC35E3"
"1143","SLC35F5"
"1144","SLC39A9"
"1145","SLC3A2"
"1146","SLC40A1"
"1147","SLC41A2"
"1148","SLC4A1AP"
"1149","SLC6A14"
"1150","SLC7A11"
"1151","SLC9A6"
"1152","SLC9B2"
"1153","SLMAP"
"1154","SLX4IP"
"1155","SMARCA2"
"1156","SMARCE1"
"1157","SMC3"
"1158","SMC6"
"1159","SMCR8"
"1160","SMG8"
"1161","SMIM13"
"1162","SMIM15"
"1163","SMIM19"
"1164","SMOX"
"1165","SMU1"
"1166","SNAP29"
"1167","SNAPC1"
"1168","SNAPC5"
"1169","SNAPIN"
"1170","SNRNP27"
"1171","SNRPB2"
"1172","SNW1"
"1173","SNX4"
"1174","SNX6"
"1175","SNX7"
"1176","SOCS5"
"1177","SP100"
"1178","SPAG1"
"1179","SPAST"
"1180","SPATA7"
"1181","SPCS1"
"1182","SPCS2"
"1183","SPG21"
"1184","SPOP"
"1185","SPP1"
"1186","SPPL2A"
"1187","SPTLC1"
"1188","SPTY2D1"
"1189","SQSTM1"
"1190","SRP54"
"1191","SRP72"
"1192","SRP9"
"1193","SRPX"
"1194","SRPX2"
"1195","SRXN1"
"1196","SSPN"
"1197","SSR1"
"1198","SSX2IP"
"1199","STAM"
"1200","STAMBP"
"1201","STARD3NL"
"1202","STEAP1"
"1203","STK24"
"1204","STUM"
"1205","STX12"
"1206","STXBP3"
"1207","SUB1"
"1208","SUCLA2"
"1209","SUCO"
"1210","SUGT1"
"1211","SUMO1"
"1212","SUMO2"
"1213","SUZ12"
"1214","SVIP"
"1215","SYF2"
"1216","SYPL1"
"1217","SYT14"
"1218","SYTL4"
"1219","TAF13"
"1220","TAF1B"
"1221","TAF7"
"1222","TASP1"
"1223","TAX1BP1"
"1224","TBC1D14"
"1225","TBC1D23"
"1226","TBC1D4"
"1227","TBCC"
"1228","TBX15"
"1229","TCEA1"
"1230","TCEAL1"
"1231","TCEAL3"
"1232","TCEAL5"
"1233","TCEAL8"
"1234","TDG"
"1235","TEFM"
"1236","TERF2IP"
"1237","TEX9"
"1238","TFAM"
"1239","TFAP2B"
"1240","TFB2M"
"1241","TFG"
"1242","TFPI2"
"1243","TGDS"
"1244","THAP1"
"1245","THBS2"
"1246","THUMPD1"
"1247","TIFA"
"1248","TIGD2"
"1249","TIMP3"
"1250","TIPRL"
"1251","TK2"
"1252","TLK1"
"1253","TLR4"
"1254","TM2D1"
"1255","TM2D2"
"1256","TM9SF2"
"1257","TMBIM4"
"1258","TMCO1"
"1259","TMED2"
"1260","TMED7"
"1261","TMED8"
"1262","TMEFF2"
"1263","TMEM106B"
"1264","TMEM116"
"1265","TMEM126A"
"1266","TMEM126B"
"1267","TMEM127"
"1268","TMEM128"
"1269","TMEM130"
"1270","TMEM144"
"1271","TMEM14A"
"1272","TMEM14B"
"1273","TMEM14C"
"1274","TMEM161B"
"1275","TMEM165"
"1276","TMEM167A"
"1277","TMEM167B"
"1278","TMEM170A"
"1279","TMEM184C"
"1280","TMEM185B"
"1281","TMEM192"
"1282","TMEM216"
"1283","TMEM230"
"1284","TMEM231"
"1285","TMEM242"
"1286","TMEM248"
"1287","TMEM260"
"1288","TMEM263"
"1289","TMEM267"
"1290","TMEM35B"
"1291","TMEM38B"
"1292","TMEM42"
"1293","TMEM5"
"1294","TMEM50A"
"1295","TMEM56"
"1296","TMEM57"
"1297","TMEM59"
"1298","TMEM59L"
"1299","TMEM70"
"1300","TMEM87A"
"1301","TMEM87B"
"1302","TMEM9B"
"1303","TMTC2"
"1304","TMTC3"
"1305","TMX1"
"1306","TMX3"
"1307","TMX4"
"1308","TNC"
"1309","TNFAIP6"
"1310","TNFAIP8"
"1311","TNFRSF11B"
"1312","TNFRSF1A"
"1313","TNFRSF4"
"1314","TNFRSF8"
"1315","TNIP2"
"1316","TNMD"
"1317","TOMM70"
"1318","TOPORS"
"1319","TOR1AIP1"
"1320","TOX4"
"1321","TPT1"
"1322","TRAF6"
"1323","TRAFD1"
"1324","TRAM1"
"1325","TRAPPC11"
"1326","TRAPPC6B"
"1327","TRIB3"
"1328","TRIM47"
"1329","TRMT10C"
"1330","TRMT1L"
"1331","TRMT2B"
"1332","TROVE2"
"1333","TRPM7"
"1334","TRUB1"
"1335","TSC22D3"
"1336","TSFM"
"1337","TSG101"
"1338","TSN"
"1339","TSNAX"
"1340","TSPAN11"
"1341","TTC14"
"1342","TTC19"
"1343","TTC27"
"1344","TTC30A"
"1345","TTC30B"
"1346","TTC8"
"1347","TVP23B"
"1348","TWF1"
"1349","TWISTNB"
"1350","TXNDC9"
"1351","TXNRD1"
"1352","UBA2"
"1353","UBA3"
"1354","UBA5"
"1355","UBE2A"
"1356","UBE2B"
"1357","UBE2D3"
"1358","UBE2E3"
"1359","UBE2J1"
"1360","UBE2K"
"1361","UBE2L6"
"1362","UBE2V2"
"1363","UBE2W"
"1364","UBE3A"
"1365","UBQLN2"
