 ,Label,Area,Mean,Min,Max,Median
1176,160929_23_R3D_xx_523_xx_t050.tif,627400,67.906955690,50,82,70
1177,160929_03_R3D_xx_523_xx_t100.tif,44816,58.367034095,50,74,59
1178,160929_02_R3D_xx_523_xx_t139.tif,0,NaN,255,17,255
1179,160929_19_R3D_xx_523_xx_t059.tif,497240,66.026031695,50,82,67
1180,160929_15_R3D_xx_523_xx_t042.tif,83174,66.628056845,50,83,69
1181,160929_17_R3D_xx_523_xx_t137.tif,206364,52.604853560,50,62,52
1182,160929_26_R3D_xx_523_xx_t095.tif,94028,62.439039435,50,81,63
1183,160929_21_R3D_xx_523_xx_t071.tif,548575,68.118536207,50,82,69
1184,160929_26_R3D_xx_523_xx_t037.tif,149208,65.964988472,50,84,67
1185,160929_17_R3D_xx_523_xx_t071.tif,457904,62.451719138,50,79,63
1186,160929_08_R3D_xx_523_xx_t032.tif,0,NaN,255,36,255
1187,160929_04_R3D_xx_523_xx_t017.tif,348671,60.415672654,50,75,61
1188,160929_14_R3D_xx_523_xx_t029.tif,362480,61.511352350,50,77,62
1189,160929_08_R3D_xx_523_xx_t087.tif,0,NaN,255,11,255
1190,160929_30_R3D_xx_523_xx_t089.tif,365649,64.574039584,50,85,66
1191,160929_27_R3D_xx_523_xx_t125.tif,384980,57.270769910,50,72,57
1192,160929_06_R3D_xx_523_xx_t135.tif,84342,54.671006142,50,69,54
1193,160929_09_R3D_xx_523_xx_t051.tif,0,NaN,255,36,255
1194,160929_06_R3D_xx_523_xx_t048.tif,171571,58.702735311,50,80,59
1195,160929_01_R3D_xx_523_xx_t143.tif,0,NaN,255,22,255
1196,160929_02_R3D_xx_523_xx_t123.tif,0,NaN,255,18,255
1197,160929_25_R3D_xx_523_xx_t112.tif,222221,52.868963779,50,64,53
1198,160929_21_R3D_xx_523_xx_t065.tif,548550,68.353769027,50,83,69
1199,160929_27_R3D_xx_523_xx_t002.tif,507999,59.927478204,50,77,60
1200,160929_05_R3D_xx_523_xx_t076.tif,307741,60.273226512,50,82,59
1201,160929_25_R3D_xx_523_xx_t126.tif,300546,53.242205852,50,63,53
1202,160929_03_R3D_xx_523_xx_t094.tif,45589,57.694443835,50,72,58
1203,160929_12_R3D_xx_523_xx_t137.tif,236618,56.856739555,50,70,57
1204,160929_15_R3D_xx_523_xx_t137.tif,38183,53.556137548,50,63,53
1205,160929_10_R3D_xx_523_xx_t005.tif,199422,61.421257434,50,77,62
1206,160929_07_R3D_xx_523_xx_t072.tif,121786,61.931042977,50,81,62
1207,160929_11_R3D_xx_523_xx_t084.tif,158979,59.812685952,50,76,60
1208,160929_22_R3D_xx_523_xx_t127.tif,610051,61.908855161,50,75,63
1209,160929_18_R3D_xx_523_xx_t119.tif,556727,60.217363268,50,76,60
1210,160929_09_R3D_xx_523_xx_t089.tif,0,NaN,255,30,255
1211,160929_24_R3D_xx_523_xx_t080.tif,668111,65.742542781,50,79,67
1212,160929_11_R3D_xx_523_xx_t023.tif,187843,60.793785236,50,77,62
1213,160929_18_R3D_xx_523_xx_t110.tif,563444,60.825478663,50,76,61
1214,160929_31_R3D_xx_523_xx_t139.tif,0,NaN,255,10,255
1215,160929_31_R3D_xx_523_xx_t073.tif,0,NaN,255,11,255
1216,160929_27_R3D_xx_523_xx_t051.tif,581961,62.283039585,50,83,62
1217,160929_07_R3D_xx_523_xx_t019.tif,126670,60.670837610,50,79,61
1218,160929_22_R3D_xx_523_xx_t076.tif,618011,65.210230886,50,80,67
1219,160929_15_R3D_xx_523_xx_t135.tif,41399,53.940674896,50,64,54
1220,160929_10_R3D_xx_523_xx_t105.tif,20730,51.468740955,50,59,51
1221,160929_05_R3D_xx_523_xx_t010.tif,127858,56.304666114,50,70,56
1222,160929_12_R3D_xx_523_xx_t096.tif,300246,59.781355955,50,78,60
1223,160929_13_R3D_xx_523_xx_t062.tif,329360,61.758401142,50,81,62
1224,160929_12_R3D_xx_523_xx_t071.tif,320494,60.967668662,50,78,61
1225,160929_29_R3D_xx_523_xx_t018.tif,259727,61.266502905,50,77,62
1226,160929_18_R3D_xx_523_xx_t024.tif,537165,61.879219607,50,77,62
1227,160929_22_R3D_xx_523_xx_t129.tif,599054,60.667412287,50,73,62
1228,160929_27_R3D_xx_523_xx_t010.tif,486160,58.838452361,50,77,59
1229,160929_20_R3D_xx_523_xx_t120.tif,352741,59.807708772,50,72,60
1230,160929_31_R3D_xx_523_xx_t126.tif,0,NaN,255,10,255
1231,160929_18_R3D_xx_523_xx_t100.tif,571684,61.848388270,50,77,62
1232,160929_22_R3D_xx_523_xx_t086.tif,601930,62.468280365,50,76,64
1233,160929_13_R3D_xx_523_xx_t024.tif,375153,62.326637399,50,82,62
1234,160929_10_R3D_xx_523_xx_t082.tif,73702,52.346937668,50,63,52
1235,160929_18_R3D_xx_523_xx_t115.tif,558916,60.328636146,50,76,61
1236,160929_02_R3D_xx_523_xx_t008.tif,388493,62.259299395,50,80,63
1237,160929_19_R3D_xx_523_xx_t013.tif,454251,62.060933273,50,77,62
1238,160929_04_R3D_xx_523_xx_t114.tif,237660,59.935209964,50,80,60
1239,160929_07_R3D_xx_523_xx_t040.tif,133225,61.606395196,50,80,62
1240,160929_28_R3D_xx_523_xx_t122.tif,251399,58.014745484,50,73,58
1241,160929_17_R3D_xx_523_xx_t099.tif,422535,59.625427479,50,75,60
1242,160929_31_R3D_xx_523_xx_t007.tif,108908,62.868678150,50,81,63
1243,160929_05_R3D_xx_523_xx_t126.tif,266327,60.460490300,50,79,61
1244,160929_07_R3D_xx_523_xx_t074.tif,121758,62.109397329,50,81,63
1245,160929_20_R3D_xx_523_xx_t055.tif,410574,67.082820636,50,83,69
1246,160929_30_R3D_xx_523_xx_t068.tif,352326,63.086121944,50,81,64
1247,160929_18_R3D_xx_523_xx_t074.tif,589514,65.539573276,50,83,66
1248,160929_08_R3D_xx_523_xx_t115.tif,0,NaN,255,11,255
1249,160929_30_R3D_xx_523_xx_t101.tif,344374,63.202744690,50,82,64
1250,160929_25_R3D_xx_523_xx_t074.tif,511806,59.038334838,50,76,59
1251,160929_16_R3D_xx_523_xx_t053.tif,494393,65.127350104,50,83,66
1252,160929_12_R3D_xx_523_xx_t046.tif,373278,63.056344065,50,83,64
1253,160929_04_R3D_xx_523_xx_t032.tif,368067,62.591047282,50,80,64
1254,160929_26_R3D_xx_523_xx_t088.tif,104033,63.511356973,50,83,64
1255,160929_14_R3D_xx_523_xx_t079.tif,424249,63.683044627,50,80,65
1256,160929_29_R3D_xx_523_xx_t042.tif,337482,63.751062279,50,81,65
1257,160929_18_R3D_xx_523_xx_t020.tif,530330,61.362636472,50,77,62
1258,160929_19_R3D_xx_523_xx_t132.tif,469352,60.103645025,50,74,60
1259,160929_28_R3D_xx_523_xx_t109.tif,292958,60.796018542,50,76,61
1260,160929_04_R3D_xx_523_xx_t050.tif,347242,62.831160977,50,82,64
1261,160929_23_R3D_xx_523_xx_t107.tif,581388,61.017145177,50,73,62
1262,160929_15_R3D_xx_523_xx_t049.tif,83899,66.015840475,50,82,68
1263,160929_19_R3D_xx_523_xx_t048.tif,499367,67.600117749,50,83,68
1264,160929_13_R3D_xx_523_xx_t117.tif,240509,57.542116927,50,71,58
1265,160929_02_R3D_xx_523_xx_t048.tif,43259,52.789015003,50,68,52
1266,160929_15_R3D_xx_523_xx_t015.tif,75605,66.908894914,50,85,69
1267,160929_14_R3D_xx_523_xx_t043.tif,381708,61.925613296,50,78,63
1268,160929_28_R3D_xx_523_xx_t042.tif,326319,61.938517218,50,85,62
1269,160929_26_R3D_xx_523_xx_t122.tif,62107,59.692224709,50,75,60
1270,160929_08_R3D_xx_523_xx_t050.tif,0,NaN,255,17,255
1271,160929_26_R3D_xx_523_xx_t119.tif,66340,60.129318661,50,76,61
1272,160929_02_R3D_xx_523_xx_t138.tif,0,NaN,255,16,255
1273,160929_13_R3D_xx_523_xx_t040.tif,378059,63.264546010,50,84,63
1274,160929_31_R3D_xx_523_xx_t134.tif,0,NaN,255,10,255
1275,160929_08_R3D_xx_523_xx_t029.tif,0,NaN,255,41,255
1276,160929_27_R3D_xx_523_xx_t027.tif,549312,60.735530991,50,81,61
1277,160929_30_R3D_xx_523_xx_t042.tif,338081,63.376338806,50,81,64
1278,160929_09_R3D_xx_523_xx_t098.tif,0,NaN,255,39,255
1279,160929_25_R3D_xx_523_xx_t103.tif,328573,54.557675159,50,66,54
1280,160929_21_R3D_xx_523_xx_t007.tif,531756,63.792814750,50,78,64
1281,160929_02_R3D_xx_523_xx_t131.tif,0,NaN,255,15,255
1282,160929_30_R3D_xx_523_xx_t023.tif,261966,59.946447249,50,77,60
1283,160929_07_R3D_xx_523_xx_t041.tif,135417,62.237820953,50,82,62
1284,160929_07_R3D_xx_523_xx_t030.tif,131510,60.887073226,50,78,61
1285,160929_29_R3D_xx_523_xx_t003.tif,283265,62.433428062,50,79,64
1286,160929_09_R3D_xx_523_xx_t090.tif,0,NaN,255,31,255
1287,160929_31_R3D_xx_523_xx_t098.tif,0,NaN,255,10,255
1288,160929_14_R3D_xx_523_xx_t082.tif,416189,62.438745378,50,78,63
1289,160929_20_R3D_xx_523_xx_t114.tif,363230,61.583214492,50,74,63
1290,160929_19_R3D_xx_523_xx_t050.tif,498241,66.999207211,50,84,68
1291,160929_10_R3D_xx_523_xx_t136.tif,677,50.400295421,50,55,50
1292,160929_15_R3D_xx_523_xx_t019.tif,75853,66.178674542,50,84,68
1293,160929_26_R3D_xx_523_xx_t080.tif,114789,64.020411363,50,82,65
1294,160929_11_R3D_xx_523_xx_t065.tif,170895,61.912969952,50,77,63
1295,160929_17_R3D_xx_523_xx_t067.tif,463265,63.115167345,50,79,64
1296,160929_08_R3D_xx_523_xx_t021.tif,0,NaN,255,41,255
1297,160929_31_R3D_xx_523_xx_t075.tif,0,NaN,255,10,255
1298,160929_01_R3D_xx_523_xx_t141.tif,0,NaN,255,22,255
1299,160929_22_R3D_xx_523_xx_t002.tif,565555,65.352342389,50,79,67
1300,160929_05_R3D_xx_523_xx_t060.tif,324794,59.385749121,50,79,58
1301,160929_21_R3D_xx_523_xx_t089.tif,547868,67.894186191,50,81,69
1302,160929_01_R3D_xx_523_xx_t087.tif,0,NaN,255,17,255
1303,160929_28_R3D_xx_523_xx_t101.tif,302581,61.264666321,50,78,62
1304,160929_20_R3D_xx_523_xx_t124.tif,362126,61.116707997,50,73,62
1305,160929_30_R3D_xx_523_xx_t120.tif,308231,61.517858359,50,81,62
1306,160929_09_R3D_xx_523_xx_t075.tif,0,NaN,255,30,255
1307,160929_10_R3D_xx_523_xx_t095.tif,44006,51.825273826,50,60,51
1308,160929_09_R3D_xx_523_xx_t016.tif,4448,51.922661871,50,67,51
1309,160929_12_R3D_xx_523_xx_t104.tif,296827,59.640676219,50,77,60
1310,160929_24_R3D_xx_523_xx_t099.tif,641918,63.126340124,50,76,64
1311,160929_20_R3D_xx_523_xx_t109.tif,373239,63.360908158,50,77,65
1312,160929_13_R3D_xx_523_xx_t135.tif,223259,56.996233075,50,70,57
1313,160929_23_R3D_xx_523_xx_t017.tif,588955,64.571846746,50,78,66
1314,160929_13_R3D_xx_523_xx_t021.tif,368023,62.027710225,50,81,62
1315,160929_09_R3D_xx_523_xx_t059.tif,0,NaN,255,36,255
1316,160929_30_R3D_xx_523_xx_t130.tif,300280,62.332739443,50,82,63
1317,160929_30_R3D_xx_523_xx_t049.tif,351815,63.744891491,50,82,65
1318,160929_02_R3D_xx_523_xx_t140.tif,0,NaN,255,17,255
1319,160929_01_R3D_xx_523_xx_t076.tif,0,NaN,255,23,255
1320,160929_21_R3D_xx_523_xx_t143.tif,478005,56.395483311,50,67,57
1321,160929_17_R3D_xx_523_xx_t007.tif,412620,61.317209539,50,77,62
1322,160929_14_R3D_xx_523_xx_t120.tif,392299,59.336037053,50,74,60
1323,160929_04_R3D_xx_523_xx_t016.tif,334528,59.990900612,50,76,60
1324,160929_27_R3D_xx_523_xx_t036.tif,583749,62.163791287,50,84,62
1325,160929_09_R3D_xx_523_xx_t094.tif,0,NaN,255,33,255
1326,160929_11_R3D_xx_523_xx_t089.tif,170287,60.519681479,50,76,61
1327,160929_08_R3D_xx_523_xx_t059.tif,0,NaN,255,13,255
1328,160929_14_R3D_xx_523_xx_t072.tif,414568,62.775981262,50,79,64
1329,160929_23_R3D_xx_523_xx_t062.tif,630367,67.722766262,50,82,70
1330,160929_07_R3D_xx_523_xx_t112.tif,99221,61.980870985,50,81,63
1331,160929_30_R3D_xx_523_xx_t015.tif,252318,60.606433152,50,78,61
1332,160929_24_R3D_xx_523_xx_t079.tif,670022,65.995188218,50,80,67
1333,160929_04_R3D_xx_523_xx_t119.tif,234380,60.900789316,50,83,61
1334,160929_18_R3D_xx_523_xx_t104.tif,576481,62.677377051,50,81,63
1335,160929_02_R3D_xx_523_xx_t053.tif,34254,52.245489578,50,63,52
1336,160929_04_R3D_xx_523_xx_t012.tif,291940,58.664965404,50,73,59
1337,160929_14_R3D_xx_523_xx_t048.tif,391598,62.520835142,50,79,63
1338,160929_30_R3D_xx_523_xx_t029.tif,291579,61.491770669,50,79,62
1339,160929_11_R3D_xx_523_xx_t110.tif,129669,56.212317516,50,69,56
1340,160929_05_R3D_xx_523_xx_t048.tif,335261,59.214438900,50,79,58
1341,160929_22_R3D_xx_523_xx_t084.tif,611297,63.901409626,50,79,65
1342,160929_31_R3D_xx_523_xx_t066.tif,0,NaN,255,11,255
1343,160929_26_R3D_xx_523_xx_t137.tif,44842,57.539494224,50,70,58
1344,160929_27_R3D_xx_523_xx_t102.tif,490269,60.679043545,50,78,61
1345,160929_04_R3D_xx_523_xx_t035.tif,363689,62.476594013,50,79,64
1346,160929_19_R3D_xx_523_xx_t039.tif,490525,66.330394985,50,82,67
1347,160929_29_R3D_xx_523_xx_t076.tif,360930,64.033034106,50,82,65
1348,160929_27_R3D_xx_523_xx_t083.tif,531303,61.178288095,50,79,61
1349,160929_17_R3D_xx_523_xx_t068.tif,462207,62.999084826,50,80,64
1350,160929_06_R3D_xx_523_xx_t038.tif,179065,58.434445592,50,73,58
1351,160929_19_R3D_xx_523_xx_t021.tif,464023,62.739788760,50,78,63
1352,160929_12_R3D_xx_523_xx_t057.tif,351323,63.141266014,50,82,64
1353,160929_02_R3D_xx_523_xx_t033.tif,83376,55.984599885,50,72,55
1354,160929_19_R3D_xx_523_xx_t006.tif,448547,62.360064832,50,78,63
1355,160929_04_R3D_xx_523_xx_t079.tif,308378,63.223803254,50,83,64
1356,160929_09_R3D_xx_523_xx_t140.tif,0,NaN,255,27,255
1357,160929_26_R3D_xx_523_xx_t053.tif,144706,65.857683856,50,82,67
1358,160929_27_R3D_xx_523_xx_t016.tif,535837,61.080197896,50,82,61
1359,160929_31_R3D_xx_523_xx_t053.tif,0,NaN,255,13,255
1360,160929_23_R3D_xx_523_xx_t087.tif,612266,64.086504885,50,78,66
1361,160929_08_R3D_xx_523_xx_t048.tif,0,NaN,255,19,255
1362,160929_13_R3D_xx_523_xx_t085.tif,285183,59.395644200,50,76,60
1363,160929_13_R3D_xx_523_xx_t095.tif,291567,59.747718363,50,76,60
1364,160929_06_R3D_xx_523_xx_t108.tif,124693,58.682460122,50,78,59
1365,160929_06_R3D_xx_523_xx_t078.tif,151248,59.334926743,50,81,59
1366,160929_30_R3D_xx_523_xx_t060.tif,348350,63.006614038,50,81,64
1367,160929_17_R3D_xx_523_xx_t075.tif,460314,62.788220649,50,79,63
1368,160929_14_R3D_xx_523_xx_t052.tif,396623,62.759988705,50,78,64
1369,160929_21_R3D_xx_523_xx_t001.tif,534340,66.080102556,50,80,67
1370,160929_10_R3D_xx_523_xx_t049.tif,127592,54.492099818,50,66,54
1371,160929_24_R3D_xx_523_xx_t107.tif,615510,60.773621875,50,72,62
1372,160929_12_R3D_xx_523_xx_t021.tif,371207,62.412901696,50,80,63
1373,160929_18_R3D_xx_523_xx_t103.tif,571229,61.853256750,50,78,62
1374,160929_14_R3D_xx_523_xx_t006.tif,304182,59.192325647,50,73,60
1375,160929_21_R3D_xx_523_xx_t009.tif,531385,63.589785184,50,79,64
1376,160929_17_R3D_xx_523_xx_t046.tif,470369,64.553809881,50,82,65
1377,160929_22_R3D_xx_523_xx_t001.tif,564499,65.602624628,50,81,67
1378,160929_13_R3D_xx_523_xx_t042.tif,375889,63.093865476,50,84,63
1379,160929_01_R3D_xx_523_xx_t072.tif,0,NaN,255,25,255
1380,160929_09_R3D_xx_523_xx_t082.tif,0,NaN,255,27,255
1381,160929_08_R3D_xx_523_xx_t123.tif,0,NaN,255,11,255
1382,160929_19_R3D_xx_523_xx_t088.tif,501054,65.326519696,50,81,66
1383,160929_06_R3D_xx_523_xx_t025.tif,171917,56.838811752,50,71,57
1384,160929_02_R3D_xx_523_xx_t095.tif,0,NaN,255,33,255
1385,160929_17_R3D_xx_523_xx_t098.tif,411590,58.708965232,50,73,59
1386,160929_04_R3D_xx_523_xx_t128.tif,212644,59.531569195,50,78,60
1387,160929_15_R3D_xx_523_xx_t059.tif,82651,64.072715394,50,80,65
1388,160929_16_R3D_xx_523_xx_t121.tif,315292,54.465663575,50,67,54
1389,160929_09_R3D_xx_523_xx_t060.tif,0,NaN,255,36,255
1390,160929_01_R3D_xx_523_xx_t084.tif,0,NaN,255,18,255
1391,160929_14_R3D_xx_523_xx_t035.tif,374770,62.179574139,50,77,63
1392,160929_26_R3D_xx_523_xx_t066.tif,132075,64.792034829,50,83,66
1393,160929_21_R3D_xx_523_xx_t121.tif,518920,61.142856317,50,73,62
1394,160929_16_R3D_xx_523_xx_t124.tif,272265,53.503134814,50,65,53
1395,160929_26_R3D_xx_523_xx_t108.tif,80189,61.573220766,50,79,62
1396,160929_18_R3D_xx_523_xx_t133.tif,532283,58.058243453,50,72,58
1397,160929_24_R3D_xx_523_xx_t073.tif,673294,66.309297276,50,82,68
1398,160929_18_R3D_xx_523_xx_t017.tif,530676,61.884822377,50,78,62
1399,160929_10_R3D_xx_523_xx_t057.tif,113566,53.673960516,50,65,54
1400,160929_12_R3D_xx_523_xx_t092.tif,296711,59.593523664,50,77,60
1401,160929_22_R3D_xx_523_xx_t123.tif,610886,62.194365233,50,76,63
1402,160929_23_R3D_xx_523_xx_t092.tif,617288,64.673886419,50,78,67
1403,160929_02_R3D_xx_523_xx_t126.tif,0,NaN,255,17,255
1404,160929_13_R3D_xx_523_xx_t111.tif,249545,58.222613156,50,73,59
1405,160929_14_R3D_xx_523_xx_t103.tif,406154,60.790946291,50,77,61
1406,160929_03_R3D_xx_523_xx_t045.tif,83632,55.682370385,50,70,55
1407,160929_12_R3D_xx_523_xx_t081.tif,319402,60.958012160,50,78,62
1408,160929_18_R3D_xx_523_xx_t128.tif,541411,58.784875076,50,74,59
1409,160929_02_R3D_xx_523_xx_t121.tif,0,NaN,255,19,255
1410,160929_13_R3D_xx_523_xx_t011.tif,349264,61.302496106,50,80,61
1411,160929_24_R3D_xx_523_xx_t065.tif,678641,67.029494239,50,83,68
1412,160929_24_R3D_xx_523_xx_t120.tif,628381,62.373340378,50,75,63
1413,160929_16_R3D_xx_523_xx_t012.tif,427827,61.551377075,50,79,62
1414,160929_30_R3D_xx_523_xx_t028.tif,286358,61.204031317,50,80,62
1415,160929_14_R3D_xx_523_xx_t002.tif,299108,60.172235447,50,74,61
1416,160929_29_R3D_xx_523_xx_t092.tif,359905,64.382739890,50,83,66
1417,160929_12_R3D_xx_523_xx_t139.tif,229035,56.519750257,50,69,57
1418,160929_25_R3D_xx_523_xx_t072.tif,509140,59.004167812,50,76,59
1419,160929_06_R3D_xx_523_xx_t058.tif,165763,59.139542600,50,78,59
1420,160929_19_R3D_xx_523_xx_t052.tif,501617,67.778426568,50,84,68
1421,160929_15_R3D_xx_523_xx_t063.tif,86140,65.395936847,50,82,67
1422,160929_02_R3D_xx_523_xx_t097.tif,0,NaN,255,32,255
1423,160929_24_R3D_xx_523_xx_t101.tif,632426,62.169758992,50,75,63
1424,160929_17_R3D_xx_523_xx_t117.tif,304061,54.154758420,50,66,54
1425,160929_30_R3D_xx_523_xx_t097.tif,354662,64.075156064,50,84,65
1426,160929_26_R3D_xx_523_xx_t100.tif,89061,62.379436566,50,80,63
1427,160929_30_R3D_xx_523_xx_t030.tif,293582,61.416272115,50,80,62
1428,160929_08_R3D_xx_523_xx_t114.tif,0,NaN,255,11,255
1429,160929_12_R3D_xx_523_xx_t128.tif,255317,57.498231610,50,72,58
1430,160929_26_R3D_xx_523_xx_t105.tif,83038,61.750343216,50,80,62
1431,160929_01_R3D_xx_523_xx_t028.tif,3680,51.704347826,50,59,51
1432,160929_17_R3D_xx_523_xx_t108.tif,388383,57.443366471,50,71,57
1433,160929_01_R3D_xx_523_xx_t116.tif,0,NaN,255,16,255
1434,160929_20_R3D_xx_523_xx_t107.tif,375108,63.664102072,50,78,65
1435,160929_21_R3D_xx_523_xx_t122.tif,518212,61.043352913,50,73,62
1436,160929_23_R3D_xx_523_xx_t034.tif,617221,67.362204138,50,82,69
1437,160929_18_R3D_xx_523_xx_t097.tif,583196,63.778782776,50,80,64
1438,160929_01_R3D_xx_523_xx_t047.tif,0,NaN,255,47,255
1439,160929_13_R3D_xx_523_xx_t091.tif,315284,60.959373137,50,79,62
1440,160929_25_R3D_xx_523_xx_t133.tif,148480,51.597878502,50,60,51
1441,160929_05_R3D_xx_523_xx_t109.tif,264122,60.433379272,50,81,60
1442,160929_09_R3D_xx_523_xx_t099.tif,0,NaN,255,34,255
1443,160929_10_R3D_xx_523_xx_t138.tif,557,50.391382406,50,54,50
1444,160929_10_R3D_xx_523_xx_t077.tif,88192,52.765511611,50,65,52
1445,160929_10_R3D_xx_523_xx_t122.tif,1953,50.494623656,50,55,50
1446,160929_31_R3D_xx_523_xx_t044.tif,0,NaN,255,17,255
1447,160929_18_R3D_xx_523_xx_t130.tif,537673,58.483721518,50,72,59
1448,160929_30_R3D_xx_523_xx_t115.tif,322553,62.205637523,50,82,63
1449,160929_13_R3D_xx_523_xx_t082.tif,302891,60.294432651,50,77,61
1450,160929_06_R3D_xx_523_xx_t005.tif,140718,54.447099874,50,68,54
1451,160929_21_R3D_xx_523_xx_t013.tif,534726,64.024949226,50,78,65
1452,160929_30_R3D_xx_523_xx_t098.tif,350871,63.735449781,50,83,65
1453,160929_01_R3D_xx_523_xx_t035.tif,402,50.778606965,50,55,51
1454,160929_02_R3D_xx_523_xx_t103.tif,0,NaN,255,28,255
1455,160929_25_R3D_xx_523_xx_t078.tif,486537,58.368226877,50,75,58
1456,160929_24_R3D_xx_523_xx_t008.tif,631179,63.932619748,50,78,65
1457,160929_20_R3D_xx_523_xx_t094.tif,391004,66.192604168,50,82,68
1458,160929_14_R3D_xx_523_xx_t059.tif,397651,61.789005937,50,77,63
1459,160929_06_R3D_xx_523_xx_t129.tif,100646,56.839755182,50,79,57
1460,160929_15_R3D_xx_523_xx_t006.tif,71802,66.233475391,50,83,68
1461,160929_11_R3D_xx_523_xx_t055.tif,168964,62.081378282,50,79,63
1462,160929_08_R3D_xx_523_xx_t139.tif,0,NaN,255,14,255
1463,160929_29_R3D_xx_523_xx_t083.tif,360701,64.090972856,50,82,65
1464,160929_19_R3D_xx_523_xx_t136.tif,458963,58.750448293,50,73,59
1465,160929_18_R3D_xx_523_xx_t076.tif,588970,65.262410649,50,82,66
1466,160929_03_R3D_xx_523_xx_t071.tif,51592,58.664444100,50,73,59
1467,160929_29_R3D_xx_523_xx_t068.tif,355248,63.715210219,50,80,65
1468,160929_22_R3D_xx_523_xx_t040.tif,615329,67.410933013,50,84,69
1469,160929_05_R3D_xx_523_xx_t013.tif,141436,56.579435222,50,70,56
1470,160929_05_R3D_xx_523_xx_t094.tif,274948,60.031340472,50,81,59
1471,160929_07_R3D_xx_523_xx_t063.tif,126565,62.453221665,50,81,63
1472,160929_26_R3D_xx_523_xx_t033.tif,147318,65.190424795,50,82,66
1473,160929_26_R3D_xx_523_xx_t018.tif,146869,64.090740728,50,81,65
1474,160929_14_R3D_xx_523_xx_t019.tif,340021,60.460477441,50,74,61
1475,160929_16_R3D_xx_523_xx_t106.tif,399789,57.776251973,50,73,58
1476,160929_15_R3D_xx_523_xx_t083.tif,83658,63.156386717,50,80,64
1477,160929_12_R3D_xx_523_xx_t080.tif,316025,60.779501622,50,77,61
1478,160929_29_R3D_xx_523_xx_t090.tif,365233,64.802367256,50,84,66
1479,160929_06_R3D_xx_523_xx_t080.tif,150317,59.527072786,50,83,60
1480,160929_23_R3D_xx_523_xx_t014.tif,581154,63.825579795,50,78,65
1481,160929_07_R3D_xx_523_xx_t082.tif,118617,62.155542629,50,81,63
1482,160929_26_R3D_xx_523_xx_t129.tif,52412,58.503796840,50,72,59
1483,160929_14_R3D_xx_523_xx_t001.tif,293383,59.971992242,50,74,61
1484,160929_25_R3D_xx_523_xx_t143.tif,1954,50.262538383,50,53,50
1485,160929_10_R3D_xx_523_xx_t124.tif,4703,50.664894748,50,56,50
1486,160929_15_R3D_xx_523_xx_t132.tif,50990,55.503235929,50,67,56
1487,160929_12_R3D_xx_523_xx_t123.tif,271602,58.131585924,50,72,59
1488,160929_19_R3D_xx_523_xx_t011.tif,449518,61.413160318,50,76,62
1489,160929_21_R3D_xx_523_xx_t087.tif,544254,66.707583224,50,81,68
1490,160929_29_R3D_xx_523_xx_t104.tif,347025,63.894906707,50,82,65
1491,160929_23_R3D_xx_523_xx_t101.tif,598051,62.496069733,50,76,64
1492,160929_23_R3D_xx_523_xx_t070.tif,624779,66.411095763,50,80,69
1493,160929_15_R3D_xx_523_xx_t013.tif,74144,66.324530643,50,84,68
1494,160929_10_R3D_xx_523_xx_t041.tif,140827,55.629708792,50,68,56
1495,160929_17_R3D_xx_523_xx_t003.tif,407535,61.560238998,50,78,62
1496,160929_06_R3D_xx_523_xx_t052.tif,172158,59.234005971,50,81,59
1497,160929_30_R3D_xx_523_xx_t142.tif,239838,59.837990644,50,79,61
1498,160929_03_R3D_xx_523_xx_t020.tif,444552,62.775029693,50,82,65
1499,160929_25_R3D_xx_523_xx_t065.tif,526488,59.617675996,50,78,60
1500,160929_13_R3D_xx_523_xx_t072.tif,311957,60.704064983,50,78,61
1501,160929_04_R3D_xx_523_xx_t031.tif,364269,62.116438676,50,78,63
1502,160929_31_R3D_xx_523_xx_t133.tif,0,NaN,255,10,255
1503,160929_06_R3D_xx_523_xx_t075.tif,151337,58.901980348,50,82,59
1504,160929_04_R3D_xx_523_xx_t014.tif,311037,59.504245476,50,75,60
1505,160929_24_R3D_xx_523_xx_t134.tif,607745,61.405745831,50,74,62
1506,160929_06_R3D_xx_523_xx_t098.tif,137205,59.671214606,50,82,60
1507,160929_24_R3D_xx_523_xx_t005.tif,625006,63.976577825,50,78,65
1508,160929_31_R3D_xx_523_xx_t070.tif,0,NaN,255,10,255
1509,160929_07_R3D_xx_523_xx_t090.tif,115304,62.389596198,50,82,63
1510,160929_30_R3D_xx_523_xx_t055.tif,350319,63.396775510,50,82,64
1511,160929_12_R3D_xx_523_xx_t140.tif,238309,56.983479432,50,70,57
1512,160929_10_R3D_xx_523_xx_t050.tif,115104,53.820736030,50,65,54
1513,160929_08_R3D_xx_523_xx_t042.tif,0,NaN,255,22,255
1514,160929_07_R3D_xx_523_xx_t055.tif,129890,62.302124875,50,82,63
1515,160929_30_R3D_xx_523_xx_t111.tif,336119,63.159056763,50,82,64
1516,160929_08_R3D_xx_523_xx_t096.tif,0,NaN,255,12,255
1517,160929_09_R3D_xx_523_xx_t112.tif,0,NaN,255,34,255
1518,160929_31_R3D_xx_523_xx_t111.tif,0,NaN,255,10,255
1519,160929_08_R3D_xx_523_xx_t040.tif,0,NaN,255,24,255
1520,160929_16_R3D_xx_523_xx_t054.tif,489281,64.422599692,50,82,65
